year,batch,category,school_code,school_name,major_code,major_name,subject_requirement,level,study_years,plan_count,annual_fee
2023,常规批第2次,普通类,A602,广西师范大学,59,科学教育(师范类),物理,,4,1,5000
2023,常规批第2次,普通类,A619,西南科技大学,12,矿业类（采矿工程、矿物加工工程）（新增计划）（要求考生高考成绩不低于520分）,物理或化学,,4,2,6240
2023,常规批第2次,普通类,A619,西南科技大学,19,土木类（土木工程、建筑环境与能源应用工程）（新增计划）（要求考生高考成绩不低于524分）,物理,,4,2,6240
2023,常规批第2次,普通类,A694,西藏大学,48,药学（纳金校区）（退档后缺额计划）（不招色盲、色弱考生）,化学和生物,,4,1,3360
2023,常规批第2次,普通类,A742,西北民族大学,P7,金融学（数学成绩不低于90分）（新增计划）（要求考生高考成绩不低于499分）,不限,,4,2,3800
2023,常规批第2次,普通类,A742,西北民族大学,P8,经济学（数学成绩不低于90分）（新增计划）（要求考生高考成绩不低于512分）,不限,,4,1,3800
2023,常规批第2次,普通类,A757,塔里木大学,13,动物医学（退档后缺额计划）（不招色盲、色弱考生）,物理或化学或生物,,5,1,3000
2023,常规批第2次,普通类,A868,青岛滨海学院,38,口腔医学（退档后缺额计划）（不招色盲、色弱考生）,物理或化学,,5,1,37800
2023,常规批第2次,普通类,B079,成都大学,27,化学（退档后缺额计划）（不招色盲、色弱考生）,物理和化学,,4,1,5980
2023,常规批第2次,普通类,B104,华北科技学院,0H,应用化学（退档后缺额计划）（不招色盲、色弱考生）,化学,,4,1,4900
2023,常规批第2次,普通类,B407,北方民族大学,04,医学影像技术（新增计划）（不招色盲、色弱考生）（要求考生高考成绩不低于517分）,物理或化学或生物,,4,3,4800
2023,常规批第2次,普通类,B535,湖南工业大学,23,包装工程,物理和化学,,4,1,5900
2023,常规批第2次,普通类,B600,湖北经济学院,05,金融工程（新增计划）（要求考生高考成绩不低于533分）,不限,,4,1,4000
2023,常规批第2次,普通类,B600,湖北经济学院,27,法学（新增计划）（要求考生高考成绩不低于547分）,不限,,4,1,5200
2023,常规批第2次,普通类,B600,湖北经济学院,37,资源与环境经济学(低碳经济与管理)（新增计划）（要求考生高考成绩不低于532 分）,不限,,4,3,4000
2023,常规批第2次,普通类,B607,北部湾大学,0T,能源化学工程（退档后缺额计划）（不招色盲、色弱考生）,物理或化学或生物,,4,1,4600
2023,常规批第2次,普通类,B658,海南师范大学,07,学前教育(中外合作办学)(师范类)（外语单科成绩不低于90分，须口试合格。高收费专业。合作院校：美国德保罗大学）（退档后缺额计划）（不招色盲、色弱考生）,不限,,4,1,37000
2023,常规批第2次,普通类,D123,陕西国际商贸学院,19,护理学（新增计划）（不招色盲、色弱考生）（要求考生高考成绩不低于477分）,不限,,4,5,22000
2023,常规批第2次,普通类,D123,陕西国际商贸学院,27,汉语言文学（新增计划）（要求考生高考成绩不低于479分）,不限,,4,5,22000
2023,常规批第2次,普通类,D558,新疆理工学院,1E,工商管理（退档后缺额计划）（不招不能识别红、黄、兰、绿、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形的考生）,不限,,4,1,3200
2023,常规批第2次,普通类,D706,吉林医药学院,07,药物制剂（退档后缺额计划）（不招色盲、色弱考生）,物理和化学,,4,1,6160
2023,常规批第2次,普通类,E327,青岛电影学院,0J,网络与新媒体（新增计划）（要求考生高考成绩不低于461分）,不限,,4,1,48000
2023,常规批第2次,普通类,E327,青岛电影学院,0M,广告学（新增计划）（要求考生高考成绩不低于461分）,不限,,4,1,48000
2023,常规批第2次,普通类,E410,四川电影电视学院,A5,文化产业管理（安仁校区）（新增计划）（要求考生高考成绩不低于476分）,不限,,4,2,15000
2023,常规批第2次,普通类,E829,海南比勒费尔德应用科学大学,01,电子信息科学与技术（1.外语语种限英语。2.单科物理成绩和单科英语成绩不低于满分的65%）（新增计划）（要求考生高考成绩不低于481分）,物理,,4,2,80000
2023,常规批第2次,普通类,E829,海南比勒费尔德应用科学大学,02,计算机科学与技术（1.外语语种限英语。2.单科物理成绩和单科英语成绩不低于满分的65%）（新增计划）（要求考生高考成绩不低于488分）,物理,,4,2,80000
2023,常规批第3次,普通类,A442,山东医学高等专科学校,01,临床医学（退档后缺额计划）（色盲、色弱考生不予录取）,不限,,3,5,6900
2023,常规批第3次,普通类,A442,山东医学高等专科学校,05,药学（退档后缺额计划）（色盲、色弱考生不予录取）,不限,,3,2,6000
2023,常规批第3次,普通类,A442,山东医学高等专科学校,37,临床医学（济南校区）（退档后缺额计划）（色盲、色弱考生不予录取）,不限,,3,2,6900
2023,常规批第3次,普通类,A442,山东医学高等专科学校,41,药学（济南校区）（退档后缺额计划）（色盲、色弱考生不予录取）,不限,,3,1,6000
2023,常规批第3次,普通类,A624,中国民用航空飞行学院,14,空中乘务（考生须提前经我院组织的面试体检合格，并取得面试体检合格通知书方可报考）,不限,,3,23,
2023,常规批第3次,普通类,A851,上海东海职业技术学院,19,空中乘务（须面试合格方可报考，详见学校招生官网）,不限,,3,50,21000
2023,常规批第3次,普通类,A868,青岛滨海学院,58,护理（退档后缺额计划）（色盲、色弱考生不予录取）,不限,,3,1,17800
2023,常规批第3次,普通类,A868,青岛滨海学院,62,现代物流管理（退档后缺额计划）,不限,,3,1,17800
2023,常规批第3次,普通类,A868,青岛滨海学院,64,应用英语,不限,,3,7,17800
2023,常规批第3次,普通类,A868,青岛滨海学院,65,应用韩语,不限,,3,122,17800
2023,常规批第3次,普通类,A868,青岛滨海学院,66,应用日语,不限,,3,100,17800
2023,常规批第3次,普通类,B547,广西警察学院,09,"安全防范技术（2003年1月1日以后出生。本专业有身体条件要求和注意事项，详见学校官网《广西警察学院2023年全日制普通高等教育招生章程》,广西警察学院五合校区）（退档后缺额计划）",不限,,3,3,6000
2023,常规批第3次,普通类,B959,鹤岗师范高等专科学校,0F,矿物加工技术,不限,,3,18,4500
2023,常规批第3次,普通类,C040,广州民航职业技术学院,10,民航空中安全保卫（只招已面试合格且无色盲色弱考生。）,不限,,3,62,6410
2023,常规批第3次,普通类,C055,长沙航空职业技术学院,19,空中乘务（需提前面试合格后方可填报。）,不限,,3,2,8000
2023,常规批第3次,普通类,C324,青岛职业技术学院,46,海洋化工技术（退档后缺额计划）（色盲、色弱考生不予录取）,不限,,3,1,5750
2023,常规批第3次,普通类,C326,威海职业学院,P8,商务英语(外语语种为英语，高职院校专项计划),不限,,3,1,4800
2023,常规批第3次,普通类,C440,东营职业学院,G8,国际经济与贸易(高职院校专项计划),不限,,3,1,5200
2023,常规批第3次,普通类,C711,泉州纺织服装职业学院,23,信息安全技术应用,不限,,3,1,13800
2023,常规批第3次,普通类,C795,南昌理工学院,68,空中乘务（需面试合格方可报考）,不限,,3,1,17000
2023,常规批第3次,普通类,C800,上海工商外国语职业学院,04,应用日语,不限,,3,2,21800
2023,常规批第3次,普通类,C819,山东科技职业学院,43,现代非织造技术(高职院校专项计划),不限,,3,16,5500
2023,常规批第3次,普通类,C927,泉州华光职业学院,14,音乐教育,不限,,3,2,12800
2023,常规批第3次,普通类,C927,泉州华光职业学院,15,美术教育,不限,,3,7,12800
2023,常规批第3次,普通类,C927,泉州华光职业学院,19,助产（惠安校区）,不限,,3,6,12800
2023,常规批第3次,普通类,C927,泉州华光职业学院,39,大数据技术,不限,,3,2,10800
2023,常规批第3次,普通类,C927,泉州华光职业学院,45,智能物流技术,不限,,3,3,10800
2023,常规批第3次,普通类,C938,江西应用科技学院,1B,学前教育,不限,,3,1,17000
2023,常规批第3次,普通类,C991,武汉商贸职业学院,0J,空中乘务（须面试合格方可报考）,不限,,3,4,15000
2023,常规批第3次,普通类,D247,湖北商贸学院,47,工程造价（就读咸宁校区）,物理,,3,1,
2023,常规批第3次,普通类,D247,湖北商贸学院,48,建筑工程技术(智能建造技术方向)（就读咸宁校区）,物理,,3,10,
2023,常规批第3次,普通类,D320,青岛黄海学院,B2,口腔医学（退档后缺额计划）（色盲、色弱考生不予录取）,不限,,3,2,39800
2023,常规批第3次,普通类,D324,山东协和学院,66,临床医学（退档后缺额计划）（色盲、色弱考生不予录取）,不限,,3,4,19800
2023,常规批第3次,普通类,D324,山东协和学院,67,口腔医学（退档后缺额计划）（色盲、色弱考生不予录取）,不限,,3,1,39800
2023,常规批第3次,普通类,D359,烟台理工学院,48,商务英语（外语语种为英语）,不限,,3,15,13800
2023,常规批第3次,普通类,D389,德州职业技术学院,C3,药品生物技术（退档后缺额计划）,不限,,3,1,5500
2023,常规批第3次,普通类,D526,桂林山水职业学院,14,工商企业管理,不限,,3,1,10500
2023,常规批第3次,普通类,D526,桂林山水职业学院,15,现代文秘,不限,,3,1,10500
2023,常规批第3次,普通类,D669,四川传媒学院,Z1,空中乘务（须面试合格方可填报）,不限,,3,6,17000
2023,常规批第3次,普通类,D669,四川传媒学院,Z3,民航空中安全保卫（须面试合格方可填报）,不限,,3,2,17000
2023,常规批第3次,普通类,D671,成都文理学院,53,空中乘务（需通过我校面试合格，方可报考。）,不限,,3,6,17000
2023,常规批第3次,普通类,D715,广州涉外经济职业技术学院,F2,工商企业管理(与澳大利亚西悉尼大学学分互认项目),不限,,3,17,43800
2023,常规批第3次,普通类,D761,云南工程职业学院,44,学前教育,不限,,3,1,11500
2023,常规批第3次,普通类,D767,厦门演艺职业学院,02,婴幼儿托育服务与管理,不限,,3,2,10000
2023,常规批第3次,普通类,D777,淄博师范高等专科学校,05,学前教育(师范类)（退档后缺额计划）（色盲、色弱考生不予录取）,不限,,3,1,4600
2023,常规批第3次,普通类,D777,淄博师范高等专科学校,06,学前教育(中外合作办学)(师范类，与韩国湖原大学合作)（退档后缺额计划）（色盲、色弱考生不予录取）,不限,,3,1,12000
2023,常规批第3次,普通类,D821,忻州职业技术学院,0E,针灸推拿（退档后缺额计划）（色盲、色弱考生不予录取）,不限,,3,1,4000
2023,常规批第3次,普通类,D824,内蒙古交通职业技术学院,38,"空中乘务（身高要求：男生身高172—184cm，女生身高162—174cm；.视力要求：无色盲、色弱、斜眼，矫正视力1.0以上；面部、颈部、四肢及其它裸露部位无明显疤痕，色觉和嗅觉正常；五官端正、口齿清楚，普通话流利，英文发音基本准确；.行走正常无明显的内、外八字,无明显O、X型腿。）",不限,,3,16,8500
2023,常规批第3次,普通类,D873,赣西科技职业学院,0V,学前教育(师范类),不限,,3,5,10900
2023,常规批第3次,普通类,D874,山东外事职业大学,09,空中乘务（需面试合格方可报考）,不限,,3,9,13600
2023,常规批第3次,普通类,D895,燕京理工学院,1V,空中乘务（需要面试合格方可报考）,不限,,3,13,18900
2023,常规批第3次,普通类,D909,云南工商学院,0Y,机电一体化技术,不限,,3,15,17000
2023,常规批第3次,普通类,D909,云南工商学院,16,护理,不限,,3,3,16000
2023,常规批第3次,普通类,D909,云南工商学院,18,大数据与会计,不限,,3,22,18000
2023,常规批第3次,普通类,D909,云南工商学院,1C,电子商务,不限,,3,25,17000
2023,常规批第3次,普通类,D909,云南工商学院,1H,空中乘务,不限,,3,47,18000
2023,常规批第3次,普通类,D909,云南工商学院,1Q,学前教育,不限,,3,37,17000
2023,常规批第3次,普通类,D931,三亚航空旅游职业学院,0F,空中乘务（面试合格方可报考）,不限,,3,22,15800
2023,常规批第3次,普通类,D931,三亚航空旅游职业学院,0H,民航空中安全保卫（面试合格方可报考）,不限,,3,16,15800
2023,常规批第3次,普通类,D963,昆山登云科技职业学院,0B,建筑室内设计,不限,,3,6,14000
2023,常规批第3次,普通类,D995,青岛工学院,36,应用英语,不限,,3,70,15000
2023,常规批第3次,普通类,D998,齐鲁理工学院,81,"空中乘务（面试合格方可报考,曲阜校区）",不限,,3,8,15800
2023,常规批第3次,普通类,E000,潍坊理工学院,F9,空中乘务(校企合作，与北京广慧金通教育科技有限公司合作)（须面试合格方可报考）,不限,,3,220,13000
2023,常规批第3次,普通类,E013,楚雄医药高等专科学校,11,临床医学（色觉异常者不予录取）（退档后缺额计划）,化学或生物,,3,1,5000
2023,常规批第3次,普通类,E032,云南新兴职业学院,34,学前教育,不限,,3,4,10000
2023,常规批第3次,普通类,E211,广西经济职业学院,03,建筑消防技术,不限,,3,2,18000
2023,常规批第3次,普通类,E211,广西经济职业学院,07,无人机应用技术,不限,,3,1,16000
2023,常规批第3次,普通类,E211,广西经济职业学院,33,环境艺术设计,不限,,3,1,13500
2023,常规批第3次,普通类,E211,广西经济职业学院,35,工艺美术品设计,不限,,3,2,18000
2023,常规批第3次,普通类,E212,云南经贸外事职业学院,01,护理,不限,,3,2,14800
2023,常规批第3次,普通类,E212,云南经贸外事职业学院,03,药学,不限,,3,2,13800
2023,常规批第3次,普通类,E212,云南经贸外事职业学院,06,医学美容技术,不限,,3,2,14800
2023,常规批第3次,普通类,E212,云南经贸外事职业学院,13,学前教育,不限,,3,8,14800
2023,常规批第3次,普通类,E237,重庆电讯职业学院,02,现代移动通信技术,不限,,3,2,11800
2023,常规批第3次,普通类,E237,重庆电讯职业学院,19,建筑工程技术,不限,,3,4,10800
2023,常规批第3次,普通类,E237,重庆电讯职业学院,22,建筑消防技术,不限,,3,4,11800
2023,常规批第3次,普通类,E237,重庆电讯职业学院,25,旅游管理,不限,,3,1,9800
2023,常规批第3次,普通类,E237,重庆电讯职业学院,28,会计信息管理,不限,,3,1,10800
2023,常规批第3次,普通类,E351,信阳涉外职业技术学院,0T,应用韩语,不限,,3,15,7400
2023,常规批第3次,普通类,E351,信阳涉外职业技术学院,0U,应用日语,不限,,3,1,7400
2023,常规批第3次,普通类,E353,南阳职业学院,0H,市场营销,不限,,2,34,9800
2023,常规批第3次,普通类,E367,重庆艺术工程职业学院,92,虚拟现实技术应用,不限,,3,2,12000
2023,常规批第3次,普通类,E370,重庆经贸职业学院,59,云计算技术应用,不限,,3,4,10000
2023,常规批第3次,普通类,E372,昆明卫生职业学院,45,医学检验技术,不限,,3,1,12000
2023,常规批第3次,普通类,E372,昆明卫生职业学院,46,医学影像技术,不限,,3,1,12000
2023,常规批第3次,普通类,E372,昆明卫生职业学院,52,预防医学,不限,,3,1,12000
2023,常规批第3次,普通类,E380,郑州商贸旅游职业学院,D7,大数据与财务管理,不限,,2,4,15000
2023,常规批第3次,普通类,E380,郑州商贸旅游职业学院,DU,建设工程管理,不限,,2,15,15000
2023,常规批第3次,普通类,E394,上海民航职业技术学院,02,民航空中安全保卫（面试体检合格后方可报考）,不限,,3,21,7500
2023,常规批第3次,普通类,E402,景德镇陶瓷职业技术学院,J4,材料工程技术,不限,,3,4,9000
2023,常规批第3次,普通类,E402,景德镇陶瓷职业技术学院,J5,现代物流管理,不限,,3,5,9000
2023,常规批第3次,普通类,E402,景德镇陶瓷职业技术学院,J6,旅游管理,不限,,3,6,9000
2023,常规批第3次,普通类,E402,景德镇陶瓷职业技术学院,J7,婴幼儿托育服务与管理,不限,,3,6,9000
2023,常规批第3次,普通类,E410,四川电影电视学院,B3,民航空中安全保卫（安仁校区，须面试合格方可报考）,不限,,3,18,15000
2023,常规批第3次,普通类,E411,四川汽车职业技术学院,06,汽车造型与改装技术,不限,,3,1,12000
2023,常规批第3次,普通类,E411,四川汽车职业技术学院,09,云计算技术应用,不限,,3,4,12000
2023,常规批第3次,普通类,E411,四川汽车职业技术学院,11,大数据技术,不限,,3,4,12000
2023,常规批第3次,普通类,E411,四川汽车职业技术学院,16,城市轨道交通运营管理,不限,,3,3,12000
2023,常规批第3次,普通类,E411,四川汽车职业技术学院,19,大数据与会计,不限,,3,1,12000
2023,常规批第3次,普通类,E411,四川汽车职业技术学院,22,现代物流管理,不限,,3,5,12000
2023,常规批第3次,普通类,E411,四川汽车职业技术学院,27,学前教育,不限,,3,9,12000
2023,常规批第3次,普通类,E412,贵州工商职业学院,0G,大数据技术,不限,,3,4,13800
2023,常规批第3次,普通类,E480,洛阳科技职业学院,35,学前教育,不限,,3,1,13600
2023,常规批第3次,普通类,E484,四川希望汽车职业学院,01,新能源汽车技术,不限,,3,7,12600
2023,常规批第3次,普通类,E484,四川希望汽车职业学院,05,汽车制造与试验技术,不限,,3,4,12600
2023,常规批第3次,普通类,E484,四川希望汽车职业学院,20,计算机应用技术,不限,,3,2,12600
2023,常规批第3次,普通类,E484,四川希望汽车职业学院,21,电子商务,不限,,3,2,10200
2023,常规批第3次,普通类,E484,四川希望汽车职业学院,23,护理,不限,,3,14,12600
2023,常规批第3次,普通类,E484,四川希望汽车职业学院,27,学前教育,不限,,3,14,12600
2023,常规批第3次,普通类,E485,四川电子机械职业技术学院,01,电子信息工程技术,不限,,3,10,11600
2023,常规批第3次,普通类,E485,四川电子机械职业技术学院,05,计算机应用技术,不限,,3,9,11600
2023,常规批第3次,普通类,E485,四川电子机械职业技术学院,12,机械制造及自动化,不限,,3,8,11600
2023,常规批第3次,普通类,E485,四川电子机械职业技术学院,13,机电一体化技术,不限,,3,9,11600
2023,常规批第3次,普通类,E485,四川电子机械职业技术学院,15,工业机器人技术,不限,,3,19,11600
2023,常规批第3次,普通类,E485,四川电子机械职业技术学院,16,智能控制技术,不限,,3,14,11600
2023,常规批第3次,普通类,E485,四川电子机械职业技术学院,17,大数据与会计,不限,,3,22,11000
2023,常规批第3次,普通类,E485,四川电子机械职业技术学院,19,现代物流管理,不限,,3,12,11000
2023,常规批第3次,普通类,E485,四川电子机械职业技术学院,23,婴幼儿托育服务与管理,不限,,3,29,11600
2023,常规批第3次,普通类,E485,四川电子机械职业技术学院,30,建筑设计,不限,,3,13,11600
2023,常规批第3次,普通类,E485,四川电子机械职业技术学院,34,物联网应用技术,不限,,3,14,11600
2023,常规批第3次,普通类,E548,四川应用技术职业学院,00,学前教育(师范类),不限,,3,3,11000
2023,常规批第3次,普通类,E548,四川应用技术职业学院,04,电子商务,不限,,3,9,11000
2023,常规批第3次,普通类,E548,四川应用技术职业学院,07,大数据与会计,不限,,3,5,11000
2023,常规批第3次,普通类,E548,四川应用技术职业学院,13,计算机应用技术,不限,,3,5,12000
2023,常规批第3次,普通类,E548,四川应用技术职业学院,14,建筑工程技术,不限,,3,8,12000
2023,常规批第3次,普通类,E548,四川应用技术职业学院,17,数字媒体技术,不限,,3,7,12000
2023,常规批第3次,普通类,E557,重庆资源与环境保护职业学院,29,智能环保装备技术,不限,,3,2,11800
2023,常规批第3次,普通类,E642,德阳城市轨道交通职业学院,15,城市轨道车辆应用技术,不限,,3,9,13200
2023,常规批第3次,普通类,E642,德阳城市轨道交通职业学院,18,城市轨道交通车辆制造与维护,不限,,3,10,13200
2023,常规批第3次,普通类,E642,德阳城市轨道交通职业学院,24,城市轨道交通工程技术,不限,,3,7,13200
2023,常规批第3次,普通类,E642,德阳城市轨道交通职业学院,45,城市轨道交通通信信号技术,不限,,3,11,13200
2023,常规批第3次,普通类,E643,德阳科贸职业学院,01,学前教育,不限,,3,2,12800
2023,常规批第3次,普通类,E643,德阳科贸职业学院,08,金融服务与管理,不限,,3,1,12800
2023,常规批第3次,普通类,E643,德阳科贸职业学院,10,工业互联网技术,不限,,3,2,14000
2023,常规批第3次,普通类,E643,德阳科贸职业学院,12,智能产品开发与应用,不限,,3,1,14000
2023,常规批第3次,普通类,E643,德阳科贸职业学院,13,人工智能技术应用,不限,,3,1,14000
2023,常规批第3次,普通类,E643,德阳科贸职业学院,23,应急救援技术,不限,,3,1,14000
2023,常规批第3次,普通类,E643,德阳科贸职业学院,25,建筑消防技术,不限,,3,1,14000
2023,常规批第3次,普通类,E645,天府新区航空旅游职业学院,06,生物产品检验检疫,不限,,3,7,12800
2023,常规批第3次,普通类,E645,天府新区航空旅游职业学院,07,社区康复,不限,,3,9,12800
2023,常规批第3次,普通类,E645,天府新区航空旅游职业学院,08,健康管理,不限,,3,2,12800
2023,常规批第3次,普通类,E672,攀枝花攀西职业学院,01,环境艺术设计,不限,,3,2,12000
2023,常规批第3次,普通类,E672,攀枝花攀西职业学院,02,现代农业技术,不限,,3,2,11000
2023,常规批第3次,普通类,E672,攀枝花攀西职业学院,06,汽车检测与维修技术,不限,,3,5,11000
2023,常规批第3次,普通类,E672,攀枝花攀西职业学院,07,机电设备技术,不限,,3,4,11000
2023,常规批第3次,普通类,E672,攀枝花攀西职业学院,08,婴幼儿托育服务与管理,不限,,3,6,12000
2023,常规批第3次,普通类,E672,攀枝花攀西职业学院,10,电梯工程技术,不限,,3,3,11000
2023,常规批第3次,普通类,E672,攀枝花攀西职业学院,11,农产品加工与质量检测,不限,,3,4,11000
2023,常规批第3次,普通类,E672,攀枝花攀西职业学院,12,行政管理,不限,,3,1,10000
2023,常规批第3次,普通类,E673,资阳口腔职业学院,03,康复治疗技术,物理或化学或生物,,3,2,11000
2023,常规批第3次,普通类,E673,资阳口腔职业学院,14,智能医疗装备技术,不限,,3,8,11000
2023,常规批第3次,普通类,E673,资阳口腔职业学院,15,医疗器械维护与管理,不限,,3,3,11000
2023,常规批第3次,普通类,E673,资阳口腔职业学院,16,医疗器械经营与服务,不限,,3,3,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,01,环境工程技术,不限,,3,7,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,02,建筑消防技术,不限,,3,2,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,03,康复治疗技术,不限,,3,7,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,07,环境监测技术,不限,,3,5,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,09,生态环境大数据技术,不限,,3,4,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,10,环境管理与评价,不限,,3,5,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,11,水环境智能监测与治理,不限,,3,4,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,21,数字媒体技术,不限,,3,3,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,28,工业机器人技术,不限,,3,10,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,33,大数据与会计,不限,,3,11,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,34,高速铁路客运服务,不限,,3,11,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,35,电子商务,不限,,3,15,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,36,旅游管理,不限,,3,5,10000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,37,中小企业创业与经营,不限,,3,4,10000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,65,食品质量与安全,不限,,3,1,11000
2023,常规批第3次,普通类,E674,资阳环境科技职业学院,67,婴幼儿托育服务与管理,不限,,3,20,10000
2023,常规批第3次,普通类,E701,长春早期教育职业学院,04,舞蹈教育(师范类),不限,,3,15,13600
2023,常规批第3次,普通类,E701,长春早期教育职业学院,05,婴幼儿托育服务与管理,不限,,3,4,13600
2023,常规批第3次,普通类,E710,潍坊环境工程职业学院,63,空中乘务（须面试合格方可报考）,不限,,3,59,8800
2023,常规批第3次,普通类,E727,重庆健康职业学院,02,药品经营与管理,不限,,3,5,10500
2023,常规批第3次,普通类,E727,重庆健康职业学院,04,婴幼儿托育服务与管理,不限,,3,8,11000
2023,常规批第3次,普通类,E727,重庆健康职业学院,0A,人工智能技术应用,不限,,3,2,10500
2023,常规批第3次,普通类,E731,德阳农业科技职业学院,02,消防救援技术,不限,,3,1,15700
2023,常规批第3次,普通类,E731,德阳农业科技职业学院,06,研学旅行管理与服务,不限,,3,2,15700
2023,常规批第3次,普通类,E731,德阳农业科技职业学院,65,农村新型经济组织管理,不限,,3,2,15700
