year,batch,category,school_code,school_name,major_code,major_name,subject_requirement,level,study_years,plan_count,annual_fee
2021,常规批第2次,普通类,A438,潍坊医学院,01,临床医学（不招色盲色弱）,化学和生物,,5,1,6200
2021,常规批第2次,普通类,A438,潍坊医学院,14,应用心理学（不招色盲色弱）,不限,,4,1,4900
2021,常规批第2次,普通类,A439,山东第一医科大学,07,医学影像学（泰安校区，不招色盲色弱）,物理和化学,,5,1,
2021,常规批第2次,普通类,A439,山东第一医科大学,09,口腔医学（泰安校区，不招色盲色弱）,物理和化学,,5,1,
2021,常规批第2次,普通类,A440,滨州医学院,15,康复作业治疗（不招色盲色弱）,物理或化学或生物,,4,1,
2021,常规批第2次,普通类,A440,滨州医学院,1P,康复治疗学（不招色盲色弱）,物理或化学或生物,,4,1,
2021,常规批第2次,普通类,A440,滨州医学院,1S,护理学（不招色盲色弱）,不限,,4,1,
2021,常规批第2次,普通类,A441,山东中医药大学,03,中医骨伤科学（不招色盲色弱）,物理或化学或生物,,5,1,
2021,常规批第2次,普通类,A443,济宁医学院,01,临床医学（不招色盲色弱）,化学和生物,,5,2,6200
2021,常规批第2次,普通类,A443,济宁医学院,11,制药工程（不招色盲色弱）,物理或化学或生物,,4,1,4900
2021,常规批第2次,普通类,A443,济宁医学院,27,药物制剂（不招色盲色弱）,物理或化学或生物,,4,1,5900
2021,常规批第2次,普通类,A447,聊城大学,0D,法学(新增计划）,不限,,4,2,4400
2021,常规批第2次,普通类,A448,德州学院,2D,物联网工程(校企合作，与山东中兴教育咨询有限公司合作),物理,,4,1,10400
2021,常规批第2次,普通类,A451,鲁东大学,35,材料类（材料化学、高分子材料与工程，不招色盲色弱）,化学,,4,2,5200
2021,常规批第2次,普通类,A451,鲁东大学,37,化学工程与工艺（不招色盲色弱）,物理或化学或生物,,4,1,5000
2021,常规批第2次,普通类,A451,鲁东大学,49,食品科学与工程（不招色盲色弱）,物理或化学或生物,,4,2,5000
2021,常规批第2次,普通类,A453,泰山学院,0N,汉语言文学(含师范类)(新增计划）,不限,,4,1,4500
2021,常规批第2次,普通类,A453,泰山学院,1N,化学(师范类)（不招色盲色弱）,化学,,4,2,4900
2021,常规批第2次,普通类,A453,泰山学院,1P,化工与制药类（化学工程与工艺、制药工程，不招色盲色弱）,化学,,4,1,4900
2021,常规批第2次,普通类,A481,南阳师范学院,30,软件工程(软件开发方向)(新增计划）,物理,,4,6,11000
2021,常规批第2次,普通类,A485,郑州航空工业管理学院,01,工商管理类（会计学、会计学(注册会计师方向)、财务管理、审计学、工商管理、人力资源管理、市场营销）(新增计划）,不限,,4,4,4400
2021,常规批第2次,普通类,A485,郑州航空工业管理学院,03,工业工程类（工业工程、质量管理工程）(新增计划）,物理或化学,,4,4,5000
2021,常规批第2次,普通类,A485,郑州航空工业管理学院,10,信息管理与信息系统(新增计划）,物理,,4,3,5000
2021,常规批第2次,普通类,A485,郑州航空工业管理学院,11,机械类（机械设计制造及其自动化、工业设计、车辆工程）(新增计划）,物理,,4,4,5000
2021,常规批第2次,普通类,A485,郑州航空工业管理学院,13,航空航天类（飞行器设计与工程、飞行器动力工程、飞行器质量与可靠性、飞行器适航技术、无人驾驶航空器系统工程）(新增计划）,物理,,4,7,5000
2021,常规批第2次,普通类,A485,郑州航空工业管理学院,14,安全工程(新增计划）,物理,,4,4,5000
2021,常规批第2次,普通类,A485,郑州航空工业管理学院,15,交通运输(空管与签派)（鉴于就业要求，女生慎重报考。）(新增计划）,物理或化学,,4,4,5000
2021,常规批第2次,普通类,A485,郑州航空工业管理学院,17,计算机类（计算机科学与技术、软件工程、网络工程、物联网工程）(新增计划）,物理,,4,4,5000
2021,常规批第2次,普通类,A485,郑州航空工业管理学院,18,电子信息类（电子信息工程、通信工程）(新增计划）,物理,,4,4,5000
2021,常规批第2次,普通类,A628,西昌学院,31,土木工程(新增计划）,物理,,4,4,4100
2021,常规批第2次,普通类,A693,西藏农牧学院,1A,生物技术,物理和化学,,4,1,3080
2021,常规批第2次,普通类,A723,渭南师范学院,42,数学与应用数学(师范类)(新增计划）,物理,,4,1,5250
2021,常规批第2次,普通类,A733,甘肃农业大学,15,风景园林,物理或生物或历史,,4,1,4500
2021,常规批第2次,普通类,A757,塔里木大学,31,应用化学（不招色盲色弱）,物理或化学,,4,1,3500
2021,常规批第2次,普通类,A762,新疆师范大学,01,思想政治教育(师范类)(新增计划）,思想政治,,4,1,3100
2021,常规批第2次,普通类,A762,新疆师范大学,16,小学教育(师范类)(新增计划）,不限,,4,2,3500
2021,常规批第2次,普通类,A762,新疆师范大学,1C,汉语言文学(师范类)(新增计划）,思想政治或历史或地理,,4,2,3100
2021,常规批第2次,普通类,A762,新疆师范大学,1F,历史学(师范类)(新增计划）,历史或地理,,4,2,3100
2021,常规批第2次,普通类,A762,新疆师范大学,26,数学与应用数学(师范类)（数学成绩不低于80分）(新增计划）,物理,,4,1,3500
2021,常规批第2次,普通类,A762,新疆师范大学,2T,地理科学(师范类)(新增计划）,物理或化学或地理,,4,2,3500
2021,常规批第2次,普通类,A904,枣庄学院,1G,土木类（土木工程、给排水科学与工程、城市地下空间工程）(新增计划）,物理,,4,1,5000
2021,常规批第2次,普通类,B067,潍坊学院,03,应用统计学(新增计划）,物理或化学或生物,,4,1,4900
2021,常规批第2次,普通类,B067,潍坊学院,42,市场营销,不限,,4,1,4900
2021,常规批第2次,普通类,B078,广州大学,55,化学工程与工艺（不招色盲色弱）,物理或化学或生物,,4,1,6850
2021,常规批第2次,普通类,B117,扬州大学,1Q,建筑环境与能源应用工程（高考文化成绩不低于572分）(新增计划）,物理,,4,2,5800
2021,常规批第2次,普通类,B117,扬州大学,1U,给排水科学与工程（高考文化成绩不低于571分）(新增计划）,物理,,4,2,5800
2021,常规批第2次,普通类,B117,扬州大学,1Z,植物保护（高考文化成绩不低于568分）(新增计划）,物理或化学或生物,,4,2,2500
2021,常规批第2次,普通类,B117,扬州大学,23,动物科学（高考文化成绩不低于568分）(新增计划）,物理或化学或生物,,4,2,2750
2021,常规批第2次,普通类,B117,扬州大学,3F,烹饪与营养教育（高考文化成绩不低于567分）(新增计划）,化学或生物,,4,2,5800
2021,常规批第2次,普通类,B117,扬州大学,53,土木工程（高考文化成绩不低于572分）（新增计划）,物理,,4,2,5800
2021,常规批第2次,普通类,B311,三明学院,60,汉语言文学(非师范类)（新增计划）,历史,,4,1,4800
2021,常规批第2次,普通类,B437,长春工程学院,6A,本科预科班（招收边防军人子女）,不限,,1,6,
2021,常规批第2次,普通类,B843,九江学院,01,国际经济与贸易(新增计划）,不限,,4,1,3880
2021,常规批第2次,普通类,C308,海口经济学院,1A,新闻学(网络新媒体)(新增计划）,不限,,4,5,54900
2021,常规批第2次,普通类,C308,海口经济学院,1B,建筑类（建筑学、城乡规划）(新增计划）,物理或化学,,4,6,39900
2021,常规批第2次,普通类,C308,海口经济学院,1L,会计学(新增计划）,不限,,4,5,35900
2021,常规批第2次,普通类,C308,海口经济学院,1N,市场营销(国际营销)(新增计划）,不限,,4,4,45900
2021,常规批第2次,普通类,C308,海口经济学院,1Q,电子商务(跨境电商直播方向)(新增计划）,不限,,4,3,45900
2021,常规批第2次,普通类,C308,海口经济学院,1V,经济学类（经济学(金融方向)、国际经济与贸易(跨境电商方向)、金融工程）(新增计划）,不限,,4,2,36900
2021,常规批第2次,普通类,C308,海口经济学院,1W,外国语言文学类（英语(商务、教育、翻译方向)、日语(商务方向)、朝鲜语(商务方向)、泰语(旅游商务方向)）(新增计划）,不限,,4,3,36900
2021,常规批第2次,普通类,C713,西安外事学院,39,英语(新增计划）,不限,,4,2,25000
2021,常规批第2次,普通类,C779,山西应用科技学院,06,交通工程(新增计划）,物理或化学,,4,3,16050
2021,常规批第2次,普通类,C779,山西应用科技学院,07,新能源科学与工程(新增计划）,物理或化学,,4,3,16050
2021,常规批第2次,普通类,C779,山西应用科技学院,18,财务管理(新增计划）,不限,,4,2,15100
2021,常规批第2次,普通类,C779,山西应用科技学院,20,审计学(新增计划）,不限,,4,2,15100
2021,常规批第2次,普通类,C779,山西应用科技学院,24,学前教育(新增计划）,不限,,4,3,15100
2021,常规批第2次,普通类,C784,河北传媒学院,36,外国语言文学类（英语、西班牙语、葡萄牙语）(新增计划）,思想政治或历史或地理,,4,8,16000
2021,常规批第2次,普通类,C784,河北传媒学院,37,新闻传播学类（新闻学、广播电视学、广告学、传播学、编辑出版学、网络与新媒体、数字出版）(新增计划）,不限,,4,1,16000
2021,常规批第2次,普通类,C784,河北传媒学院,38,计算机类（计算机科学与技术、网络工程、物联网工程、数字媒体技术、数据科学与大数据技术）(新增计划）,物理,,4,10,18000
2021,常规批第2次,普通类,D411,河北师范大学汇华学院,21,化学(师范类)（不招色盲色弱）,物理或化学,,4,1,10000
2021,常规批第2次,普通类,D415,河北医科大学临床学院,07,护理学（身高要求：女生1.55米以上、男生1.60米以上，不招色盲色弱）,不限,,4,1,10000
2021,常规批第2次,普通类,D534,山西工学院,03,采矿工程（只招男生）,物理或化学,,4,1,5280
2021,常规批第2次,普通类,D588,重庆外语外事学院,01,英语（外语语种为英语，须口试）(新增计划）,不限,,4,1,15000
2021,常规批第2次,普通类,D600,长春光华学院,26,会计学(新增计划）,不限,,4,5,25000
2021,常规批第2次,普通类,D892,三亚学院,A5,金融科技(与丹麦盛宝银行联合培养)（录取的考生入学后不得转专业）(新增计划）,不限,,4,2,48000
2021,常规批第2次,普通类,E434,山西传媒学院,19,戏剧影视文学(新增计划）,不限,,4,2,8500
2021,常规批第2次,普通类,E434,山西传媒学院,31,广播电视学(新增计划）,不限,,4,2,5000
2021,常规批第2次,普通类,E434,山西传媒学院,35,文化产业管理(新增计划）,不限,,4,2,7000
2021,常规批第2次,普通类,E434,山西传媒学院,38,广播电视工程(新增计划）,物理,,4,2,5000
2021,常规批第2次,普通类,E434,山西传媒学院,39,数字媒体技术(新增计划）,物理,,4,2,5000
2021,常规批第2次,普通类,Y001,山东大学,X2,药学类(非西藏生源定向西藏就业)（(药学)(不招收色弱、色盲考生)）,物理或化学或生物,,4,3,7500
2021,常规批第2次,普通类,Y001,山东大学,X3,管理科学与工程类(非西藏生源定向西藏就业)（(工程管理、供应链管理)(不招单色识别不全者)）,物理,,4,4,5800
2021,常规批第2次,普通类,Y006,山东师范大学,QU,物理学(师范类，非西藏生源定向西藏就业),物理,,4,1,
2021,常规批第3次,普通类,A059,中国民航大学,01,工科试验班(中欧航空工程师)（(航空航天类(中外合作办学))(高考投档成绩须超过特殊类型招生录取控制分数线70分（含）以上方可报考，每眼裸眼视力不低于4.0，不招色弱、色盲。)（本科））,物理,,4,8,5800
2021,常规批第3次,普通类,A059,中国民航大学,15,空中乘务（只招女生，需提前面试、体检，合格后方可填报。）,不限,,3,12,10000
2021,常规批第3次,普通类,A059,中国民航大学,16,民航空中安全保卫（只招男生，需提前面试、体检，合格后方可填报。）,不限,,3,15,10000
2021,常规批第3次,普通类,A275,上海旅游高等专科学校,01,空中乘务（须面试合格方可报考，详见招生章程）,不限,,3,3,7500
2021,常规批第3次,普通类,A442,山东医学高等专科学校,01,临床医学,不限,,3,2,5400
2021,常规批第3次,普通类,A442,山东医学高等专科学校,02,口腔医学,不限,,3,1,5400
2021,常规批第3次,普通类,A442,山东医学高等专科学校,05,药学,不限,,3,1,5400
2021,常规批第3次,普通类,A442,山东医学高等专科学校,30,口腔医学（济南校区）,不限,,3,1,5400
2021,常规批第3次,普通类,A442,山东医学高等专科学校,38,医学影像技术（济南校区）,不限,,3,1,5400
2021,常规批第3次,普通类,A442,山东医学高等专科学校,62,婴幼儿托育服务与管理(校企合作，与济南阳光大姐服务有限责任公司)（济南校区）,不限,,3,5,9800
2021,常规批第3次,普通类,A442,山东医学高等专科学校,1R,临床医学(省属公费医学生，面向菏泽市就业),不限,,3,1,
2021,常规批第3次,普通类,A442,山东医学高等专科学校,2N,临床医学(省属公费医学生，面向德州市就业)（济南校区）,不限,,3,1,
2021,常规批第3次,普通类,A624,中国民用航空飞行学院,0T,空中乘务（考生须提前经我院组织的面试体检合格，并取得面试体检合格通知书方可报考。）,不限,,3,102,8000
2021,常规批第3次,普通类,A624,中国民用航空飞行学院,0U,民航空中安全保卫（考生须提前经我院组织的面试体检合格，并取得面试体检合格通知书方可报考。）,不限,,3,7,8000
2021,常规批第3次,普通类,A832,山东商业职业技术学院,K1,空中乘务(需面试合格方可报考),不限,,3,1,7000
2021,常规批第3次,普通类,A832,山东商业职业技术学院,N5,制冷与空调技术（高职院校专项计划）,物理,,3,4,5500
2021,常规批第3次,普通类,A832,山东商业职业技术学院,N7,冷链物流技术与管理（高职院校专项计划）,不限,,3,1,5000
2021,常规批第3次,普通类,A832,山东商业职业技术学院,N9,旅游管理（高职院校专项计划）,不限,,3,1,5280
2021,常规批第3次,普通类,A851,上海东海职业技术学院,05,现代物流管理,不限,,3,2,18000
2021,常规批第3次,普通类,A851,上海东海职业技术学院,10,集成电路技术,不限,,3,4,18000
2021,常规批第3次,普通类,A851,上海东海职业技术学院,17,空中乘务（须面试合格方可报考，详见官网）,不限,,3,67,18000
2021,常规批第3次,普通类,A851,上海东海职业技术学院,18,民航运输服务(民航商务方向),不限,,3,34,18000
2021,常规批第3次,普通类,A852,上海工商职业技术学院,03,数控技术,不限,,3,3,18000
2021,常规批第3次,普通类,A852,上海工商职业技术学院,12,宝玉石鉴定与加工,不限,,3,1,18000
2021,常规批第3次,普通类,A852,上海工商职业技术学院,21,餐饮智能管理,不限,,3,1,20000
2021,常规批第3次,普通类,A852,上海工商职业技术学院,23,空中乘务,不限,,3,33,18000
2021,常规批第3次,普通类,A852,上海工商职业技术学院,24,护理,不限,,3,5,18000
2021,常规批第3次,普通类,A868,青岛滨海学院,46,新能源汽车技术,不限,,3,2,9800
2021,常规批第3次,普通类,A868,青岛滨海学院,47,应用电子技术,不限,,3,36,9800
2021,常规批第3次,普通类,A868,青岛滨海学院,49,助产,不限,,3,47,13000
2021,常规批第3次,普通类,A868,青岛滨海学院,50,大数据与会计,不限,,3,19,13000
2021,常规批第3次,普通类,A868,青岛滨海学院,51,国际经济与贸易,不限,,3,20,9800
2021,常规批第3次,普通类,A868,青岛滨海学院,52,国际商务,不限,,3,73,9800
2021,常规批第3次,普通类,A868,青岛滨海学院,53,市场营销,不限,,3,67,9800
2021,常规批第3次,普通类,A868,青岛滨海学院,54,电子商务,不限,,3,124,11000
2021,常规批第3次,普通类,A868,青岛滨海学院,55,现代物流管理,不限,,3,67,11000
2021,常规批第3次,普通类,A868,青岛滨海学院,56,旅游管理,不限,,3,63,9800
2021,常规批第3次,普通类,A868,青岛滨海学院,57,早期教育,不限,,3,3,11000
2021,常规批第3次,普通类,A868,青岛滨海学院,59,应用英语,不限,,3,137,11000
2021,常规批第3次,普通类,A868,青岛滨海学院,60,应用韩语,不限,,3,78,9800
2021,常规批第3次,普通类,A868,青岛滨海学院,61,应用日语,不限,,3,81,9800
2021,常规批第3次,普通类,A868,青岛滨海学院,62,人力资源管理,不限,,3,56,9800
2021,常规批第3次,普通类,A868,青岛滨海学院,64,机电一体化技术,不限,,3,74,9800
2021,常规批第3次,普通类,A868,青岛滨海学院,65,工业机器人技术,不限,,3,82,9800
2021,常规批第3次,普通类,A868,青岛滨海学院,70,计算机类（计算机应用技术、软件技术、大数据技术）,不限,,3,231,11000
2021,常规批第3次,普通类,A872,伊春职业学院,08,空中乘务,不限,,3,2,5000
2021,常规批第3次,普通类,A872,伊春职业学院,18,旅游管理,不限,,3,2,5000
2021,常规批第3次,普通类,B032,天津市职业大学,48,空中乘务（须面试合格方可报考；海河园校区就读。）,不限,,3,13,8000
2021,常规批第3次,普通类,B066,烟台大学,92,本科预科班（招收边防军人子女）（外语语种为英语，学费待定，高考文化成绩不低于364分。）,不限,,1,6,
2021,常规批第3次,普通类,B437,长春工程学院,6A,本科预科班（招收边防军人子女）（高考文化成绩不低于364分）,不限,,1,10,
2021,常规批第3次,普通类,B510,山东交通学院,50,空中乘务（学校测试合格方可报考）,不限,,3,33,8500
2021,常规批第3次,普通类,B538,湖南女子学院,14,空中乘务（只招女性考生，身高163cm-175cm，不招色盲色弱考生。）,不限,,3,1,
2021,常规批第3次,普通类,B787,濮阳职业技术学院,11,应用化工技术,不限,,3,2,4200
2021,常规批第3次,普通类,B825,桂林航天工业学院,45,空中乘务,不限,,3,3,6500
2021,常规批第3次,普通类,B833,上海杉达学院,18,机电一体化技术（金桥校区）,不限,,3,1,15000
2021,常规批第3次,普通类,C040,广州民航职业技术学院,01,飞机机电设备维修(中外合作办学)（与加拿大卡纳多文理科学院合作办学，要求无色盲色弱，因用人单位对考生身体素质有要求，请女生慎重报考。）,不限,,3,1,11600
2021,常规批第3次,普通类,C040,广州民航职业技术学院,06,空中乘务(中外合作办学)（与加拿大航空学院合作办学，只招已“面试与体检合格”考生。）,不限,,3,10,13600
2021,常规批第3次,普通类,C054,九州职业技术学院,4W,金融服务与管理,不限,,3,2,8800
2021,常规批第3次,普通类,C054,九州职业技术学院,51,婴幼儿托育服务与管理,不限,,3,4,10800
2021,常规批第3次,普通类,C054,九州职业技术学院,56,通用航空器维修,不限,,3,2,12000
2021,常规批第3次,普通类,C054,九州职业技术学院,59,护理,不限,,3,1,11800
2021,常规批第3次,普通类,C054,九州职业技术学院,5B,社区康复,不限,,3,3,8800
2021,常规批第3次,普通类,C054,九州职业技术学院,6J,应用英语,不限,,3,2,10800
2021,常规批第3次,普通类,C062,日照职业技术学院,48,建筑工程技术(中外合作办学),不限,,3,15,15000
2021,常规批第3次,普通类,C062,日照职业技术学院,54,汽车制造与试验技术(高职技师合作培养，在日照市技师学院就读),不限,,3,55,5500
2021,常规批第3次,普通类,C062,日照职业技术学院,55,云计算技术应用（高职院校专项计划）,不限,,3,4,5500
2021,常规批第3次,普通类,C062,日照职业技术学院,56,食品检验检测技术（高职院校专项计划）,不限,,3,5,5500
2021,常规批第3次,普通类,C062,日照职业技术学院,57,统计与会计核算（高职院校专项计划）,不限,,3,5,5200
2021,常规批第3次,普通类,C062,日照职业技术学院,59,工程测量技术（高职院校专项计划）,不限,,3,8,5500
2021,常规批第3次,普通类,C062,日照职业技术学院,62,国际经济与贸易（高职院校专项计划）,不限,,3,4,5200
2021,常规批第3次,普通类,C062,日照职业技术学院,63,新能源汽车技术（高职院校专项计划）,不限,,3,2,5500
2021,常规批第3次,普通类,C064,成都航空职业技术学院,B6,空中乘务（须经面试合格方能报考，不招收色盲色弱者，男生身高175-184CM，女生身高164-172CM。）,不限,,3,42,6000
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,01,房地产经营与管理,不限,,3,36,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,02,电气自动化技术,不限,,3,23,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,03,无人机应用技术,不限,,3,20,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,04,新能源汽车技术,不限,,3,23,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,05,汽车电子技术,不限,,3,31,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,06,空中乘务,不限,,3,24,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,07,应用电子技术,不限,,3,37,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,09,计算机网络技术,不限,,3,15,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,10,软件技术,不限,,3,19,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,11,现代通信技术,不限,,3,40,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,12,通信工程设计与监理,不限,,3,27,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,13,护理,不限,,3,22,7980
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,14,助产,不限,,3,26,7980
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,15,中药学,不限,,3,2,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,16,中医康复技术,不限,,3,27,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,18,健康管理,不限,,3,14,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,19,婴幼儿托育服务与管理,不限,,3,21,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,20,金融服务与管理,不限,,3,24,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,21,大数据与会计,不限,,3,21,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,22,工商企业管理,不限,,3,11,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,23,市场营销,不限,,3,20,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,24,电子商务,不限,,3,38,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,25,旅游管理,不限,,3,19,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,26,研学旅行管理与服务,不限,,3,25,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,27,数字媒体艺术设计,不限,,3,9,7980
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,28,环境艺术设计,不限,,3,12,7980
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,29,书画艺术,不限,,3,9,7980
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,31,雕刻艺术设计,不限,,3,18,7980
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,32,音乐表演,不限,,3,6,7980
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,33,表演艺术,不限,,3,9,7980
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,34,民族美术,不限,,3,19,7980
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,35,播音与主持,不限,,3,9,7980
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,36,早期教育,不限,,3,2,7780
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,37,应用英语,不限,,3,15,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,38,中文,不限,,3,5,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,39,电子竞技运动与管理,不限,,3,23,7180
2021,常规批第3次,普通类,C070,曲阜远东职业技术学院,40,智慧健康养老服务与管理,不限,,3,19,7180
2021,常规批第3次,普通类,C324,青岛职业技术学院,14,应用化工技术,物理或化学,,3,2,5500
2021,常规批第3次,普通类,C324,青岛职业技术学院,N3,酒店管理与数字化运营（高职院校专项计划）,不限,,3,9,5280
2021,常规批第3次,普通类,C324,青岛职业技术学院,N4,现代物流管理（高职院校专项计划）,不限,,3,6,5280
2021,常规批第3次,普通类,C324,青岛职业技术学院,N5,软件技术（高职院校专项计划）,物理,,3,6,5500
2021,常规批第3次,普通类,C324,青岛职业技术学院,N6,休闲服务与管理（高职院校专项计划）,不限,,3,4,5280
2021,常规批第3次,普通类,C326,威海职业学院,N1,工程造价（高职院校专项计划）,不限,,3,6,5000
2021,常规批第3次,普通类,C326,威海职业学院,N2,机电一体化技术（高职院校专项计划）,不限,,3,8,5000
2021,常规批第3次,普通类,C326,威海职业学院,N3,工业机器人技术（高职院校专项计划）,不限,,3,9,5000
2021,常规批第3次,普通类,C326,威海职业学院,N4,药品质量与安全（高职院校专项计划）,不限,,3,3,5000
2021,常规批第3次,普通类,C326,威海职业学院,N5,物联网应用技术（高职院校专项计划）,不限,,3,9,5000
2021,常规批第3次,普通类,C326,威海职业学院,N7,电子商务（高职院校专项计划）,不限,,3,8,4800
2021,常规批第3次,普通类,C326,威海职业学院,N8,旅游管理（高职院校专项计划）,不限,,3,3,4800
2021,常规批第3次,普通类,C326,威海职业学院,N9,数字媒体艺术设计（高职院校专项计划）,不限,,3,5,5500
2021,常规批第3次,普通类,C328,山东职业学院,01,铁道机车运用与维护（高职院校专项计划）,物理或化学,,3,11,
2021,常规批第3次,普通类,C328,山东职业学院,08,铁道通信与信息化技术（高职院校专项计划）,物理或化学,,3,3,
2021,常规批第3次,普通类,C328,山东职业学院,11,高速铁路综合维修技术（高职院校专项计划）,不限,,3,2,
2021,常规批第3次,普通类,C328,山东职业学院,15,城市轨道交通通信信号技术（高职院校专项计划）,不限,,3,1,
2021,常规批第3次,普通类,C328,山东职业学院,16,城市轨道交通供配电技术（高职院校专项计划）,不限,,3,5,
2021,常规批第3次,普通类,C328,山东职业学院,85,城市轨道车辆应用技术（高职院校专项计划，校企合作）,不限,,3,13,9600
2021,常规批第3次,普通类,C328,山东职业学院,86,城市轨道交通机电技术（高职院校专项计划，校企合作）,不限,,3,5,9600
2021,常规批第3次,普通类,C328,山东职业学院,87,城市轨道交通运营管理（高职院校专项计划，校企合作）,不限,,3,7,9600
2021,常规批第3次,普通类,C329,山东劳动职业技术学院,42,机械设计与制造(中外合作办学),不限,,3,30,8800
2021,常规批第3次,普通类,C329,山东劳动职业技术学院,F1,汽车检测与维修技术（高职技师合作培养，在鲁南技师学院就读）,不限,,3,19,5000
2021,常规批第3次,普通类,C329,山东劳动职业技术学院,F2,电子商务（高职技师合作培养，在山东工程技师学院就读）,不限,,3,11,4800
2021,常规批第3次,普通类,C329,山东劳动职业技术学院,F3,汽车检测与维修技术（高职技师合作培养，在潍坊工程技师学院就读）,不限,,3,16,5000
2021,常规批第3次,普通类,C329,山东劳动职业技术学院,60,集成电路技术(校企合作，与联暻半导体（山东）公司合作),不限,,3,12,8800
