year,score,total_count,total_cumulative,physics_count,physics_cumulative,chemistry_count,chemistry_cumulative,biology_count,biology_cumulative,politics_count,politics_cumulative,history_count,history_cumulative,geography_count,geography_cumulative
2024,562,1229,59184,772,43761,767,43277,625,36523,528,18499,446,15313,549,20179
2024,561,1316,60500,877,44638,863,44140,674,37197,514,19013,420,15733,600,20779
2024,560,1368,61868,905,45543,888,45028,716,37913,530,19543,440,16173,625,21404
2024,559,1366,63234,844,46387,849,45877,675,38588,601,20144,485,16658,644,22048
2024,558,1322,64556,875,47262,843,46720,684,39272,520,20664,435,17093,609,22657
2024,557,1386,65942,895,48157,871,47591,721,39993,581,21245,461,17554,629,23286
2024,556,1461,67403,943,49100,931,48522,767,40760,595,21840,492,18046,655,23941
2024,555,1458,68861,922,50022,902,49424,717,41477,604,22444,524,18570,705,24646
2024,554,1465,70326,915,50937,895,50319,718,42195,628,23072,526,19096,713,25359
2024,553,1529,71855,977,51914,942,51261,752,42947,641,23713,532,19628,743,26102
2024,552,1560,73415,994,52908,959,52220,787,43734,648,24361,551,20179,741,26843
2024,551,1482,74897,960,53868,934,53154,735,44469,609,24970,504,20683,704,27547
2024,550,1638,76535,1023,54891,964,54118,790,45259,718,25688,606,21289,813,28360
2024,549,1574,78109,1002,55893,965,55083,788,46047,681,26369,547,21836,739,29099
2024,548,1649,79758,1015,56908,977,56060,772,46819,735,27104,607,22443,841,29940
2024,547,1667,81425,1024,57932,1002,57062,820,47639,717,27821,613,23056,825,30765
2024,546,1668,83093,1033,58965,966,58028,785,48424,739,28560,621,23677,860,31625
2024,545,1688,84781,1024,59989,995,59023,804,49228,748,29308,632,24309,861,32486
2024,544,1652,86433,1014,61003,987,60010,809,50037,726,30034,603,24912,817,33303
2024,543,1695,88128,1045,62048,1011,61021,804,50841,740,30774,623,25535,862,34165
2024,542,1744,89872,1130,63178,1079,62100,856,51697,724,31498,584,26119,859,35024
2024,541,1755,91627,1074,64252,1038,63138,883,52580,774,32272,630,26749,866,35890
2024,540,1747,93374,1084,65336,1046,64184,835,53415,766,33038,627,27376,883,36773
2024,539,1788,95162,1093,66429,1043,65227,847,54262,792,33830,658,28034,931,37704
2024,538,1827,96989,1146,67575,1108,66335,877,55139,779,34609,631,28665,940,38644
2024,537,1868,98857,1111,68686,1079,67414,903,56042,805,35414,727,29392,979,39623
2024,536,1865,100722,1136,69822,1081,68495,912,56954,811,36225,685,30077,970,40593
2024,535,1879,102601,1149,70971,1093,69588,903,57857,828,37053,696,30773,968,41561
2024,534,1920,104521,1133,72104,1115,70703,890,58747,853,37906,743,31516,1026,42587
2024,533,1903,106424,1153,73257,1089,71792,913,59660,846,38752,726,32242,982,43569
2024,532,1962,108386,1148,74405,1106,72898,909,60569,915,39667,764,33006,1044,44613
2024,531,1891,110277,1121,75526,1067,73965,951,61520,819,40486,730,33736,985,45598
2024,530,2029,112306,1193,76719,1160,75125,933,62453,917,41403,786,34522,1098,46696
2024,529,2036,114342,1189,77908,1143,76268,969,63422,939,42342,774,35296,1094,47790
2024,528,2097,116439,1248,79156,1190,77458,957,64379,951,43293,811,36107,1134,48924
2024,527,2049,118488,1227,80383,1184,78642,1003,65382,881,44174,766,36873,1086,50010
2024,526,2075,120563,1200,81583,1147,79789,945,66327,952,45126,812,37685,1169,51179
2024,525,2103,122666,1208,82791,1176,80965,972,67299,974,46100,832,38517,1147,52326
2024,524,2191,124857,1308,84099,1259,82224,1014,68313,1003,47103,827,39344,1162,53488
2024,523,2083,126940,1201,85300,1126,83350,955,69268,987,48090,846,40190,1134,54622
2024,522,2098,129038,1223,86523,1200,84550,981,70249,955,49045,797,40987,1138,55760
2024,521,2193,131231,1280,87803,1232,85782,1034,71283,971,50016,842,41829,1220,56980
2024,520,2138,133369,1248,89051,1162,86944,994,72277,970,50986,833,42662,1207,58187
2024,519,2182,135551,1268,90319,1221,88165,1021,73298,998,51984,835,43497,1203,59390
2024,518,2241,137792,1334,91653,1253,89418,1063,74361,995,52979,854,44351,1224,60614
2024,517,2249,140041,1299,92952,1226,90644,1096,75457,1019,53998,865,45216,1242,61856
2024,516,2302,142343,1350,94302,1273,91917,1067,76524,1058,55056,887,46103,1271,63127
2024,515,2333,144676,1396,95698,1313,93230,1076,77600,1039,56095,856,46959,1319,64446
2024,514,2294,146970,1311,97009,1229,94459,1030,78630,1094,57189,922,47881,1296,65742
2024,513,2330,149300,1340,98349,1272,95731,1148,79778,1054,58243,894,48775,1282,67024
2024,512,2237,151537,1274,99623,1204,96935,1025,80803,1035,59278,886,49661,1287,68311
2024,511,2292,153829,1348,100971,1262,98197,1065,81868,1035,60313,870,50531,1296,69607
2024,510,2310,156139,1294,102265,1239,99436,1073,82941,1085,61398,936,51467,1303,70910
2024,509,2345,158484,1329,103594,1255,100691,1049,83990,1100,62498,937,52404,1365,72275
2024,508,2387,160871,1366,104960,1262,101953,1126,85116,1121,63619,942,53346,1344,73619
2024,507,2397,163268,1398,106358,1326,103279,1141,86257,1085,64704,936,54282,1305,74924
2024,506,2390,165658,1335,107693,1279,104558,1100,87357,1174,65878,964,55246,1318,76242
2024,505,2424,168082,1353,109046,1274,105832,1105,88462,1163,67041,981,56227,1396,77638
2024,504,2411,170493,1314,110360,1240,107072,1118,89580,1128,68169,1015,57242,1418,79056
2024,503,2426,172919,1398,111758,1340,108412,1137,90717,1084,69253,944,58186,1375,80431
2024,502,2408,175327,1354,113112,1294,109706,1135,91852,1110,70363,962,59148,1369,81800
2024,501,2427,177754,1312,114424,1249,110955,1143,92995,1160,71523,1031,60179,1386,83186
2024,500,2478,180232,1387,115811,1281,112236,1114,94109,1174,72697,1026,61205,1452,84638
2024,499,2472,182704,1358,117169,1273,113509,1162,95271,1182,73879,1024,62229,1417,86055
2024,498,2373,185077,1286,118455,1217,114726,1079,96350,1151,75030,1002,63231,1384,87439
2024,497,2554,187631,1487,119942,1374,116100,1137,97487,1176,76206,1008,64239,1480,88919
2024,496,2492,190123,1369,121311,1270,117370,1130,98617,1201,77407,1020,65259,1486,90405
2024,495,2473,192596,1408,122719,1295,118665,1178,99795,1098,78505,987,66246,1453,91858
2024,494,2526,195122,1361,124080,1270,119935,1113,100908,1298,79803,1072,67318,1464,93322
2024,493,2636,197758,1461,125541,1330,121265,1217,102125,1237,81040,1084,68402,1579,94901
2024,492,2557,200315,1392,126933,1293,122558,1187,103312,1211,82251,1062,69464,1526,96427
2024,491,2567,202882,1415,128348,1305,123863,1188,104500,1197,83448,1066,70530,1530,97957
2024,490,2505,205387,1370,129718,1275,125138,1128,105628,1185,84633,1060,71590,1497,99454
2024,489,2499,207886,1366,131084,1296,126434,1140,106768,1203,85836,1039,72629,1453,100907
2024,488,2569,210455,1392,132476,1295,127729,1153,107921,1224,87060,1087,73716,1556,102463
2024,487,2466,212921,1332,133808,1234,128963,1144,109065,1169,88229,1044,74760,1475,103938
2024,486,2554,215475,1397,135205,1298,130261,1167,110232,1226,89455,1069,75829,1505,105443
2024,485,2512,217987,1349,136554,1295,131556,1156,111388,1213,90668,1056,76885,1467,106910
2024,484,2545,220532,1397,137951,1283,132839,1167,112555,1206,91874,1061,77946,1521,108431
2024,483,2541,223073,1398,139349,1313,134152,1132,113687,1186,93060,1045,78991,1549,109980
2024,482,2535,225608,1385,140734,1274,135426,1170,114857,1181,94241,1063,80054,1532,111512
2024,481,2522,228130,1344,142078,1253,136679,1164,116021,1211,95452,1063,81117,1531,113043
2024,480,2558,230688,1372,143450,1263,137942,1155,117176,1230,96682,1088,82205,1566,114609
2024,479,2519,233207,1318,144768,1252,139194,1113,118289,1233,97915,1114,83319,1527,116136
2024,478,2611,235818,1368,146136,1264,140458,1170,119459,1273,99188,1134,84453,1624,117760
2024,477,2575,238393,1331,147467,1257,141715,1197,120656,1265,100453,1122,85575,1553,119313
2024,476,2449,240842,1271,148738,1177,142892,1093,121749,1201,101654,1089,86664,1516,120829
2024,475,2496,243338,1296,150034,1198,144090,1155,122904,1217,102871,1112,87776,1510,122339
2024,474,2520,245858,1321,151355,1229,145319,1090,123994,1216,104087,1118,88894,1586,123925
2024,473,2559,248417,1359,152714,1258,146577,1143,125137,1226,105313,1097,89991,1594,125519
2024,472,2527,250944,1284,153998,1210,147787,1181,126318,1227,106540,1094,91085,1585,127104
2024,471,2335,253279,1176,155174,1098,148885,1028,127346,1148,107688,1050,92135,1505,128609
2024,470,2502,255781,1291,156465,1195,150080,1177,128523,1208,108896,1098,93233,1537,130146
2024,469,2442,258223,1218,157683,1140,151220,1079,129602,1223,110119,1118,94351,1548,131694
2024,468,2500,260723,1262,158945,1172,152392,1165,130767,1214,111333,1125,95476,1562,133256
2024,467,2567,263290,1324,160269,1219,153611,1129,131896,1257,112590,1156,96632,1616,134872
2024,466,2465,265755,1244,161513,1176,154787,1083,132979,1217,113807,1111,97743,1564,136436
2024,465,2504,268259,1235,162748,1162,155949,1118,134097,1236,115043,1168,98911,1593,138029
2024,464,2510,270769,1279,164027,1182,157131,1107,135204,1240,116283,1129,100040,1593,139622
2024,463,2494,273263,1253,165280,1204,158335,1114,136318,1227,117510,1139,101179,1545,141167
2024,462,2444,275707,1195,166475,1111,159446,1082,137400,1254,118764,1147,102326,1543,142710
2024,461,2428,278135,1203,167678,1123,160569,1074,138474,1250,120014,1118,103444,1516,144226
2024,460,2454,280589,1226,168904,1166,161735,1117,139591,1213,121227,1104,104548,1536,145762
2024,459,2464,283053,1279,170183,1198,162933,1118,140709,1169,122396,1078,105626,1550,147312
2024,458,2433,285486,1192,171375,1119,164052,1098,141807,1184,123580,1136,106762,1570,148882
2024,457,2530,288016,1233,172608,1147,165199,1121,142928,1319,124899,1176,107938,1594,150476
2024,456,2383,290399,1149,173757,1050,166249,1034,143962,1232,126131,1139,109077,1545,152021
2024,455,2335,292734,1137,174894,1072,167321,1025,144987,1206,127337,1090,110167,1475,153496
2024,454,2402,295136,1194,176088,1097,168418,1056,146043,1199,128536,1127,111294,1533,155029
2024,453,2410,297546,1203,177291,1123,169541,1057,147100,1212,129748,1103,112397,1532,156561
2024,452,2404,299950,1160,178451,1073,170614,1032,148132,1247,130995,1133,113530,1567,158128
2024,451,2349,302299,1146,179597,1050,171664,980,149112,1186,132181,1113,114643,1572,159700
2024,450,2391,304690,1117,180714,1040,172704,1021,150133,1233,133414,1183,115826,1579,161279
2024,449,2361,307051,1139,181853,1028,173732,1061,151194,1195,134609,1139,116965,1521,162800
2024,448,2445,309496,1111,182964,1042,174774,1064,152258,1282,135891,1215,118180,1621,164421
2024,447,2366,311862,1098,184062,1019,175793,1030,153288,1245,137136,1170,119350,1536,165957
2024,446,2365,314227,1126,185188,1054,176847,1033,154321,1209,138345,1134,120484,1539,167496
2024,445,2370,316597,1134,186322,1059,177906,1070,155391,1220,139565,1126,121610,1501,168997
2024,444,2338,318935,1069,187391,1017,178923,1045,156436,1200,140765,1154,122764,1529,170526
2024,443,2414,321349,1143,188534,1066,179989,967,157403,1292,142057,1204,123968,1570,172096
2024,442,2308,323657,1112,189646,1024,181013,1051,158454,1167,143224,1100,125068,1470,173566
2024,441,2271,325928,1031,190677,982,181995,985,159439,1225,144449,1116,126184,1474,175040
2024,440,2201,328129,1004,191681,916,182911,892,160331,1225,145674,1086,127270,1480,176520
2024,439,2314,330443,1015,192696,968,183879,984,161315,1240,146914,1185,128455,1550,178070
2024,438,2363,332806,1081,193777,995,184874,970,162285,1255,148169,1205,129660,1583,179653
2024,437,2322,335128,1050,194827,977,185851,1035,163320,1199,149368,1171,130831,1534,181187
2024,436,2276,337404,1007,195834,960,186811,973,164293,1220,150588,1148,131979,1520,182707
2024,435,2212,339616,996,196830,915,187726,951,165244,1157,151745,1112,133091,1505,184212
2024,434,2263,341879,1025,197855,931,188657,927,166171,1214,152959,1137,134228,1555,185767
2024,433,2120,343999,969,198824,866,189523,941,167112,1107,154066,1059,135287,1418,187185
2024,432,2173,346172,955,199779,891,190414,880,167992,1182,155248,1136,136423,1475,188660
2024,431,2230,348402,988,200767,927,191341,956,168948,1191,156439,1140,137563,1488,190148
2024,430,2365,350767,1018,201785,945,192286,1009,169957,1254,157693,1247,138810,1622,191770
2024,429,2228,352995,999,202784,895,193181,913,170870,1185,158878,1158,139968,1534,193304
2024,428,2237,355232,968,203752,923,194104,931,171801,1198,160076,1184,141152,1507,194811
2024,427,2163,357395,929,204681,866,194970,921,172722,1164,161240,1149,142301,1460,196271
2024,426,2143,359538,931,205612,847,195817,931,173653,1136,162376,1112,143413,1472,197743
2024,425,2218,361756,986,206598,881,196698,946,174599,1167,163543,1156,144569,1518,199261
2024,424,2193,363949,925,207523,871,197569,952,175551,1188,164731,1166,145735,1477,200738
2024,423,2205,366154,938,208461,879,198448,969,176520,1188,165919,1160,146895,1481,202219
2024,422,2149,368303,883,209344,812,199260,934,177454,1155,167074,1173,148068,1490,203709
2024,421,2173,370476,936,210280,870,200130,910,178364,1161,168235,1129,149197,1513,205222
2024,420,2154,372630,898,211178,855,200985,880,179244,1172,169407,1182,150379,1475,206697
2024,419,2140,374770,904,212082,844,201829,875,180119,1141,170548,1142,151521,1514,208211
2024,418,2155,376925,865,212947,804,202633,940,181059,1147,171695,1200,152721,1509,209720
2024,417,2172,379097,871,213818,782,203415,896,181955,1198,172893,1215,153936,1554,211274
2024,416,2131,381228,862,214680,822,204237,872,182827,1167,174060,1168,155104,1502,212776
2024,415,2180,383408,871,215551,802,205039,944,183771,1202,175262,1221,156325,1500,214276
2024,414,2107,385515,844,216395,787,205826,861,184632,1186,176448,1168,157493,1475,215751
2024,413,2111,387626,878,217273,838,206664,868,185500,1115,177563,1141,158634,1493,217244
2024,412,2123,389749,846,218119,758,207422,915,186415,1173,178736,1176,159810,1501,218745
2024,411,2046,391795,794,218913,745,208167,810,187225,1156,179892,1177,160987,1456,220201
2024,410,2122,393917,797,219710,778,208945,894,188119,1210,181102,1222,162209,1465,221666
2024,409,2059,395976,798,220508,752,209697,886,189005,1160,182262,1148,163357,1433,223099
2024,408,2136,398112,807,221315,763,210460,853,189858,1228,183490,1228,164585,1529,224628
2024,407,2024,400136,791,222106,738,211198,819,190677,1153,184643,1152,165737,1419,226047
2024,406,2054,402190,786,222892,725,211923,846,191523,1139,185782,1179,166916,1487,227534
2024,405,2027,404217,761,223653,738,212661,833,192356,1130,186912,1148,168064,1471,229005
2024,404,2021,406238,738,224391,668,213329,823,193179,1192,188104,1199,169263,1443,230448
2024,403,2056,408294,759,225150,734,214063,874,194053,1156,189260,1184,170447,1461,231909
2024,402,2018,410312,731,225881,668,214731,812,194865,1192,190452,1206,171653,1445,233354
2024,401,1966,412278,685,226566,618,215349,744,195609,1154,191606,1231,172884,1466,234820
2024,400,2136,414414,781,227347,688,216037,819,196428,1263,192869,1290,174174,1567,236387
2024,399,2003,416417,734,228081,661,216698,836,197264,1131,194000,1205,175379,1442,237829
2024,398,2000,418417,752,228833,701,217399,797,198061,1126,195126,1173,176552,1451,239280
2024,397,2051,420468,741,229574,695,218094,848,198909,1188,196314,1209,177761,1472,240752
2024,396,2126,422594,753,230327,717,218811,866,199775,1242,197556,1270,179031,1530,242282
2024,395,2054,424648,740,231067,700,219511,837,200612,1186,198742,1222,180253,1477,243759
2024,394,2006,426654,686,231753,624,220135,790,201402,1170,199912,1239,181492,1509,245268
2024,393,1983,428637,710,232463,635,220770,771,202173,1148,201060,1211,182703,1474,246742
2024,392,1963,430600,664,233127,595,221365,761,202934,1146,202206,1230,183933,1493,248235
2024,391,2041,432641,711,233838,659,222024,815,203749,1193,203399,1249,185182,1496,249731
2024,390,1944,434585,645,234483,575,222599,752,204501,1163,204562,1230,186412,1467,251198
2024,389,1992,436577,685,235168,617,223216,770,205271,1192,205754,1240,187652,1472,252670
2024,388,1977,438554,668,235836,637,223853,777,206048,1178,206932,1206,188858,1465,254135
2024,387,2012,440566,661,236497,618,224471,808,206856,1161,208093,1267,190125,1521,255656
2024,386,2038,442604,689,237186,600,225071,778,207634,1227,209320,1277,191402,1543,257199
2024,385,1985,444589,613,237799,552,225623,770,208404,1218,210538,1276,192678,1526,258725
2024,384,1974,446563,624,238423,600,226223,774,209178,1200,211738,1253,193931,1471,260196
2024,383,1981,448544,629,239052,597,226820,767,209945,1170,212908,1270,195201,1510,261706
2024,382,1966,450510,626,239678,604,227424,763,210708,1190,214098,1263,196464,1452,263158
2024,381,1938,452448,621,240299,576,228000,755,211463,1165,215263,1235,197699,1462,264620
2024,380,1984,454432,598,240897,540,228540,754,212217,1230,216493,1311,199010,1519,266139
2024,379,1867,456299,582,241479,535,229075,735,212952,1126,217619,1214,200224,1409,267548
2024,378,1939,458238,608,242087,565,229640,775,213727,1154,218773,1240,201464,1475,269023
2024,377,1907,460145,608,242695,529,230169,717,214444,1144,219917,1228,202692,1495,270518
2024,376,1955,462100,599,243294,551,230720,785,215229,1179,221096,1278,203970,1473,271991
2024,375,1967,464067,602,243896,542,231262,728,215957,1184,222280,1297,205267,1548,273539
2024,374,1993,466060,614,244510,540,231802,767,216724,1191,223471,1315,206582,1552,275091
2024,373,1886,467946,541,245051,508,232310,702,217426,1177,224648,1263,207845,1467,276558
2024,372,1922,469868,571,245622,531,232841,738,218164,1171,225819,1271,209116,1484,278042
2024,371,1920,471788,571,246193,536,233377,753,218917,1186,227005,1256,210372,1458,279500
2024,370,1972,473760,576,246769,535,233912,730,219647,1204,228209,1333,211705,1538,281038
2024,369,1933,475693,553,247322,515,234427,761,220408,1160,229369,1295,213000,1515,282553
2024,368,1861,477554,579,247901,501,234928,716,221124,1108,230477,1237,214237,1442,283995
2024,367,1868,479422,508,248409,476,235404,719,221843,1185,231662,1262,215499,1454,285449
2024,366,1929,481351,542,248951,492,235896,708,222551,1221,232883,1318,216817,1506,286955
2024,365,1963,483314,568,249519,511,236407,730,223281,1248,234131,1317,218134,1515,288470
