year,score,total_count,total_cumulative,physics_count,physics_cumulative,chemistry_count,chemistry_cumulative,biology_count,biology_cumulative,politics_count,politics_cumulative,history_count,history_cumulative,geography_count,geography_cumulative
2021,606,479,13844,361,11384,363,11231,353,10832,114,2276,101,2582,145,3227
2021,605,487,14331,361,11745,366,11597,361,11193,107,2383,106,2688,160,3387
2021,604,479,14810,358,12103,369,11966,360,11553,90,2473,107,2795,153,3540
2021,603,534,15344,386,12489,389,12355,410,11963,113,2586,147,2942,157,3697
2021,602,530,15874,397,12886,402,12757,378,12341,122,2708,125,3067,166,3863
2021,601,536,16410,400,13286,407,13164,396,12737,125,2833,127,3194,153,4016
2021,600,521,16931,362,13648,367,13531,368,13105,126,2959,148,3342,192,4208
2021,599,561,17492,393,14041,393,13924,401,13506,145,3104,158,3500,193,4401
2021,598,585,18077,425,14466,415,14339,428,13934,146,3250,141,3641,200,4601
2021,597,552,18629,395,14861,394,14733,407,14341,129,3379,140,3781,191,4792
2021,596,579,19208,402,15263,404,15137,421,14762,141,3520,153,3934,216,5008
2021,595,628,19836,438,15701,434,15571,439,15201,159,3679,166,4100,248,5256
2021,594,594,20430,428,16129,429,16000,424,15625,152,3831,151,4251,198,5454
2021,593,640,21070,456,16585,448,16448,473,16098,166,3997,178,4429,199,5653
2021,592,628,21698,445,17030,450,16898,467,16565,148,4145,159,4588,215,5868
2021,591,659,22357,472,17502,467,17365,479,17044,166,4311,163,4751,230,6098
2021,590,651,23008,440,17942,450,17815,450,17494,188,4499,187,4938,238,6336
2021,589,636,23644,447,18389,463,18278,487,17981,152,4651,159,5097,200,6536
2021,588,636,24280,438,18827,457,18735,448,18429,167,4818,165,5262,233,6769
2021,587,671,24951,469,19296,459,19194,489,18918,177,4995,179,5441,240,7009
2021,586,690,25641,487,19783,474,19668,493,19411,173,5168,185,5626,258,7267
2021,585,695,26336,480,20263,485,20153,505,19916,175,5343,188,5814,252,7519
2021,584,721,27057,476,20739,483,20636,495,20411,206,5549,227,6041,276,7795
2021,583,766,27823,518,21257,537,21173,524,20935,214,5763,214,6255,291,8086
2021,582,709,28532,483,21740,479,21652,516,21451,193,5956,198,6453,258,8344
2021,581,748,29280,474,22214,503,22155,536,21987,223,6179,223,6676,285,8629
2021,580,824,30104,553,22767,550,22705,612,22599,219,6398,222,6898,316,8945
2021,579,816,30920,536,23303,546,23251,569,23168,232,6630,235,7133,330,9275
2021,578,792,31712,530,23833,538,23789,529,23697,243,6873,240,7373,296,9571
2021,577,851,32563,561,24394,564,24353,579,24276,249,7122,256,7629,344,9915
2021,576,863,33426,577,24971,601,24954,592,24868,235,7357,256,7885,328,10243
2021,575,859,34285,549,25520,583,25537,601,25469,250,7607,257,8142,337,10580
2021,574,877,35162,565,26085,584,26121,617,26086,259,7866,271,8413,335,10915
2021,573,919,36081,602,26687,627,26748,663,26749,255,8121,255,8668,355,11270
2021,572,881,36962,567,27254,610,27358,599,27348,254,8375,272,8940,341,11611
2021,571,1004,37966,640,27894,650,28008,690,28038,308,8683,331,9271,393,12004
2021,570,911,38877,592,28486,625,28633,642,28680,263,8946,259,9530,352,12356
2021,569,951,39828,591,29077,602,29235,666,29346,287,9233,314,9844,393,12749
2021,568,1006,40834,659,29736,676,29911,723,30069,301,9534,289,10133,370,13119
2021,567,1018,41852,639,30375,680,30591,706,30775,301,9835,319,10452,409,13528
2021,566,1037,42889,662,31037,666,31257,736,31511,310,10145,314,10766,423,13951
2021,565,1052,43941,669,31706,677,31934,731,32242,323,10468,322,11088,434,14385
2021,564,1007,44948,662,32368,646,32580,718,32960,307,10775,299,11387,389,14774
2021,563,1073,46021,684,33052,688,33268,728,33688,331,11106,342,11729,446,15220
2021,562,1110,47131,709,33761,705,33973,755,34443,349,11455,356,12085,456,15676
2021,561,1028,48159,650,34411,660,34633,707,35150,314,11769,318,12403,435,16111
2021,560,1133,49292,683,35094,713,35346,773,35923,396,12165,365,12768,469,16580
2021,559,1118,50410,654,35748,738,36084,773,36696,354,12519,340,13108,495,17075
2021,558,1123,51533,693,36441,737,36821,794,37490,328,12847,340,13448,477,17552
2021,557,1159,52692,722,37163,774,37595,796,38286,355,13202,368,13816,462,18014
2021,556,1151,53843,679,37842,750,38345,787,39073,368,13570,373,14189,496,18510
2021,555,1215,55058,712,38554,807,39152,818,39891,389,13959,394,14583,525,19035
2021,554,1195,56253,718,39272,783,39935,812,40703,398,14357,364,14947,510,19545
2021,553,1271,57524,756,40028,798,40733,879,41582,407,14764,434,15381,539,20084
2021,552,1282,58806,757,40785,799,41532,884,42466,431,15195,427,15808,548,20632
2021,551,1291,60097,772,41557,802,42334,887,43353,413,15608,420,16228,579,21211
2021,550,1323,61420,788,42345,843,43177,934,44287,410,16018,419,16647,575,21786
2021,549,1340,62760,771,43116,809,43986,919,45206,445,16463,480,17127,596,22382
2021,548,1301,64061,787,43903,813,44799,871,46077,438,16901,402,17529,592,22974
2021,547,1314,65375,756,44659,817,45616,881,46958,453,17354,449,17978,586,23560
2021,546,1333,66708,774,45433,865,46481,916,47874,440,17794,420,18398,584,24144
2021,545,1383,68091,762,46195,847,47328,916,48790,496,18290,486,18884,642,24786
2021,544,1436,69527,789,46984,869,48197,977,49767,512,18802,489,19373,672,25458
2021,543,1481,71008,860,47844,923,49120,1012,50779,479,19281,488,19861,681,26139
2021,542,1382,72390,791,48635,872,49992,949,51728,459,19740,445,20306,630,26769
2021,541,1536,73926,845,49480,935,50927,1022,52750,542,20282,541,20847,723,27492
2021,540,1438,75364,791,50271,870,51797,1000,53750,487,20769,492,21339,674,28166
2021,539,1510,76874,870,51141,915,52712,1006,54756,517,21286,518,21857,704,28870
2021,538,1555,78429,871,52012,939,53651,1070,55826,522,21808,538,22395,725,29595
2021,537,1589,80018,878,52890,975,54626,1068,56894,539,22347,564,22959,743,30338
2021,536,1594,81612,917,53807,988,55614,1074,57968,552,22899,539,23498,712,31050
2021,535,1626,83238,900,54707,986,56600,1113,59081,557,23456,548,24046,774,31824
2021,534,1657,84895,923,55630,1011,57611,1129,60210,552,24008,580,24626,776,32600
2021,533,1683,86578,912,56542,1015,58626,1141,61351,575,24583,587,25213,819,33419
2021,532,1618,88196,879,57421,994,59620,1104,62455,574,25157,547,25760,756,34175
2021,531,1684,89880,941,58362,1050,60670,1162,63617,569,25726,538,26298,792,34967
2021,530,1695,91575,921,59283,1006,61676,1167,64784,581,26307,623,26921,787,35754
2021,529,1760,93335,936,60219,1030,62706,1186,65970,602,26909,636,27557,890,36644
2021,528,1726,95061,930,61149,1056,63762,1202,67172,572,27481,586,28143,832,37476
2021,527,1832,96893,986,62135,1129,64891,1261,68433,636,28117,641,28784,843,38319
2021,526,1805,98698,959,63094,1096,65987,1213,69646,603,28720,657,29441,887,39206
2021,525,1833,100531,914,64008,1096,67083,1283,70929,656,29376,664,30105,886,40092
2021,524,1792,102323,948,64956,1047,68130,1218,72147,628,30004,640,30745,895,40987
2021,523,1867,104190,1004,65960,1122,69252,1275,73422,669,30673,629,31374,902,41889
2021,522,1814,106004,957,66917,1097,70349,1224,74646,622,31295,661,32035,881,42770
2021,521,1850,107854,961,67878,1135,71484,1245,75891,627,31922,653,32688,929,43699
2021,520,1920,109774,1023,68901,1141,72625,1279,77170,674,32596,681,33369,962,44661
2021,519,1922,111696,988,69889,1144,73769,1358,78528,624,33220,695,34064,957,45618
2021,518,1942,113638,997,70886,1145,74914,1307,79835,691,33911,701,34765,985,46603
2021,517,1924,115562,986,71872,1140,76054,1327,81162,658,34569,717,35482,944,47547
2021,516,1953,117515,965,72837,1197,77251,1311,82473,670,35239,729,36211,987,48534
2021,515,1989,119504,1001,73838,1162,78413,1369,83842,724,35963,737,36948,974,49508
2021,514,2067,121571,1022,74860,1218,79631,1439,85281,704,36667,745,37693,1073,50581
2021,513,2084,123655,1063,75923,1244,80875,1422,86703,755,37422,765,38458,1003,51584
2021,512,2024,125679,992,76915,1160,82035,1364,88067,738,38160,783,39241,1035,52619
2021,511,2026,127705,991,77906,1200,83235,1382,89449,716,38876,766,40007,1023,53642
2021,510,2010,129715,968,78874,1176,84411,1362,90811,725,39601,759,40766,1040,54682
2021,509,2042,131757,999,79873,1175,85586,1426,92237,728,40329,768,41534,1030,55712
2021,508,2051,133808,1008,80881,1212,86798,1422,93659,709,41038,733,42267,1069,56781
2021,507,2114,135922,1065,81946,1258,88056,1441,95100,743,41781,787,43054,1048,57829
2021,506,2157,138079,1055,83001,1220,89276,1495,96595,776,42557,809,43863,1116,58945
2021,505,2099,140178,1020,84021,1202,90478,1449,98044,742,43299,823,44686,1061,60006
2021,504,2103,142281,1075,85096,1213,91691,1411,99455,720,44019,784,45470,1106,61112
2021,503,2230,144511,1047,86143,1296,92987,1554,101009,801,44820,853,46323,1139,62251
2021,502,2178,146689,1040,87183,1262,94249,1491,102500,784,45604,824,47147,1133,63384
2021,501,2204,148893,1048,88231,1286,95535,1547,104047,756,46360,820,47967,1155,64539
2021,500,2214,151107,1041,89272,1307,96842,1513,105560,780,47140,808,48775,1193,65732
2021,499,2155,153262,1025,90297,1226,98068,1515,107075,779,47919,815,49590,1105,66837
2021,498,2192,155454,1025,91322,1270,99338,1506,108581,801,48720,824,50414,1150,67987
2021,497,2296,157750,1086,92408,1320,100658,1565,110146,799,49519,883,51297,1235,69222
2021,496,2285,160035,1041,93449,1277,101935,1544,111690,857,50376,898,52195,1238,70460
2021,495,2298,162333,1054,94503,1335,103270,1587,113277,836,51212,868,53063,1214,71674
2021,494,2231,164564,1077,95580,1251,104521,1499,114776,804,52016,874,53937,1188,72862
2021,493,2264,166828,1072,96652,1316,105837,1557,116333,817,52833,861,54798,1169,74031
2021,492,2270,169098,1074,97726,1255,107092,1539,117872,837,53670,897,55695,1208,75239
2021,491,2299,171397,1083,98809,1331,108423,1583,119455,808,54478,870,56565,1222,76461
2021,490,2331,173728,1053,99862,1288,109711,1594,121049,845,55323,938,57503,1275,77736
2021,489,2282,176010,1040,100902,1254,110965,1573,122622,829,56152,900,58403,1250,78986
2021,488,2314,178324,1046,101948,1294,112259,1585,124207,830,56982,900,59303,1287,80273
2021,487,2320,180644,1045,102993,1333,113592,1597,125804,827,57809,916,60219,1242,81515
2021,486,2361,183005,1119,104112,1367,114959,1633,127437,849,58658,890,61109,1225,82740
2021,485,2361,185366,1069,105181,1337,116296,1632,129069,819,59477,924,62033,1302,84042
2021,484,2343,187709,1074,106255,1308,117604,1621,130690,802,60279,938,62971,1286,85328
2021,483,2326,190035,1029,107284,1245,118849,1618,132308,848,61127,968,63939,1270,86598
2021,482,2237,192272,1018,108302,1236,120085,1517,133825,828,61955,881,64820,1231,87829
2021,481,2332,194604,1082,109384,1322,121407,1620,135445,795,62750,914,65734,1263,89092
2021,480,2377,196981,1046,110430,1329,122736,1625,137070,846,63596,964,66698,1321,90413
2021,479,2281,199262,1048,111478,1297,124033,1562,138632,788,64384,871,67569,1277,91690
2021,478,2316,201578,1040,112518,1323,125356,1584,140216,808,65192,898,68467,1295,92985
2021,477,2225,203803,1002,113520,1192,126548,1525,141741,813,66005,897,69364,1246,94231
2021,476,2313,206116,1012,114532,1228,127776,1617,143358,833,66838,946,70310,1303,95534
2021,475,2322,208438,979,115511,1281,129057,1602,144960,847,67685,975,71285,1282,96816
2021,474,2307,210745,1011,116522,1296,130353,1589,146549,872,68557,886,72171,1267,98083
2021,473,2301,213046,1063,117585,1269,131622,1563,148112,802,69359,942,73113,1264,99347
2021,472,2260,215306,967,118552,1274,132896,1551,149663,856,70215,897,74010,1235,100582
2021,471,2321,217627,998,119550,1298,134194,1586,151249,860,71075,941,74951,1280,101862
2021,470,2377,220004,987,120537,1281,135475,1619,152868,869,71944,1015,75966,1360,103222
2021,469,2289,222293,1005,121542,1255,136730,1565,154433,840,72784,932,76898,1270,104492
2021,468,2246,224539,972,122514,1229,137959,1548,155981,801,73585,917,77815,1271,105763
2021,467,2185,226724,898,123412,1191,139150,1503,157484,818,74403,903,78718,1242,107005
2021,466,2144,228868,929,124341,1155,140305,1465,158949,752,75155,921,79639,1210,108215
2021,465,2363,231231,1003,125344,1260,141565,1596,160545,871,76026,1024,80663,1335,109550
2021,464,2246,233477,953,126297,1220,142785,1550,162095,810,76836,939,81602,1266,110816
2021,463,2319,235796,994,127291,1254,144039,1584,163679,842,77678,967,82569,1316,112132
2021,462,2243,238039,939,128230,1242,145281,1530,165209,803,78481,964,83533,1251,113383
2021,461,2218,240257,906,129136,1198,146479,1491,166700,811,79292,964,84497,1284,114667
2021,460,2233,242490,939,130075,1235,147714,1535,168235,798,80090,941,85438,1251,115918
2021,459,2217,244707,929,131004,1176,148890,1522,169757,827,80917,937,86375,1260,117178
2021,458,2180,246887,874,131878,1160,150050,1498,171255,809,81726,982,87357,1217,118395
2021,457,2246,249133,915,132793,1188,151238,1538,172793,795,82521,988,88345,1314,119709
2021,456,2153,251286,891,133684,1163,152401,1434,174227,813,83334,913,89258,1245,120954
2021,455,2247,253533,945,134629,1170,153571,1511,175738,836,84170,1004,90262,1275,122229
2021,454,2148,255681,883,135512,1155,154726,1462,177200,804,84974,930,91192,1210,123439
2021,453,2173,257854,864,136376,1111,155837,1493,178693,799,85773,979,92171,1273,124712
2021,452,2163,260017,888,137264,1129,156966,1449,180142,815,86588,941,93112,1267,125979
2021,451,2127,262144,856,138120,1097,158063,1442,181584,817,87405,933,94045,1236,127215
2021,450,2084,264228,842,138962,1059,159122,1404,182988,793,88198,924,94969,1230,128445
2021,449,2108,266336,804,139766,1109,160231,1401,184389,788,88986,959,95928,1263,129708
2021,448,2164,268500,859,140625,1112,161343,1513,185902,806,89792,963,96891,1239,130947
2021,447,2097,270597,784,141409,1078,162421,1420,187322,826,90618,951,97842,1232,132179
2021,446,2073,272670,816,142225,1054,163475,1400,188722,766,91384,942,98784,1241,133420
2021,445,2134,274804,844,143069,1106,164581,1445,190167,788,92172,940,99724,1279,134699
2021,444,2100,276904,814,143883,1072,165653,1412,191579,808,92980,935,100659,1259,135958
2021,443,1993,278897,750,144633,1049,166702,1354,192933,768,93748,894,101553,1164,137122
2021,442,2006,280903,742,145375,1004,167706,1349,194282,789,94537,965,102518,1169,138291
2021,441,1959,282862,740,146115,980,168686,1312,195594,752,95289,906,103424,1187,139478
2021,440,1892,284754,733,146848,927,169613,1260,196854,771,96060,837,104261,1148,140626
2021,439,2060,286814,797,147645,1019,170632,1390,198244,782,96842,925,105186,1267,141893
2021,438,1949,288763,734,148379,987,171619,1333,199577,760,97602,870,106056,1163,143056
2021,437,1919,290682,752,149131,947,172566,1270,200847,733,98335,890,106946,1165,144221
2021,436,1902,292584,743,149874,927,173493,1292,202139,734,99069,860,107806,1150,145371
2021,435,1957,294541,698,150572,969,174462,1382,203521,731,99800,917,108723,1174,146545
2021,434,1906,296447,738,151310,966,175428,1305,204826,715,100515,874,109597,1120,147665
2021,433,1912,298359,676,151986,956,176384,1284,206110,779,101294,914,110511,1127,148792
2021,432,1902,300261,699,152685,980,177364,1316,207426,719,102013,869,111380,1123,149915
2021,431,1818,302079,666,153351,916,178280,1244,208670,699,102712,829,112209,1100,151015
2021,430,1869,303948,684,154035,907,179187,1261,209931,710,103422,923,113132,1122,152137
2021,429,1888,305836,677,154712,930,180117,1307,211238,712,104134,878,114010,1160,153297
2021,428,1874,307710,700,155412,938,181055,1255,212493,698,104832,889,114899,1142,154439
2021,427,1844,309554,646,156058,877,181932,1238,213731,743,105575,906,115805,1122,155561
2021,426,1819,311373,631,156689,855,182787,1191,214922,728,106303,906,116711,1146,156707
2021,425,1896,313269,721,157410,897,183684,1223,216145,734,107037,918,117629,1195,157902
2021,424,1714,314983,617,158027,834,184518,1139,217284,675,107712,826,118455,1051,158953
2021,423,1857,316840,661,158688,891,185409,1264,218548,751,108463,873,119328,1131,160084
2021,422,1789,318629,638,159326,853,186262,1171,219719,731,109194,886,120214,1088,161172
2021,421,1808,320437,664,159990,833,187095,1196,220915,729,109923,917,121131,1085,162257
2021,420,1822,322259,603,160593,871,187966,1198,222113,741,110664,889,122020,1164,163421
2021,419,1631,323890,596,161189,735,188701,1079,223192,641,111305,813,122833,1029,164450
2021,418,1688,325578,532,161721,756,189457,1093,224285,704,112009,880,123713,1099,165549
2021,417,1691,327269,568,162289,730,190187,1172,225457,683,112692,868,124581,1052,166601
2021,416,1701,328970,588,162877,757,190944,1140,226597,680,113372,874,125455,1064,167665
2021,415,1685,330655,580,163457,736,191680,1110,227707,698,114070,824,126279,1107,168772
2021,414,1796,332451,575,164032,778,192458,1149,228856,762,114832,950,127229,1174,169946
2021,413,1680,334131,540,164572,738,193196,1063,229919,752,115584,889,128118,1058,171004
2021,412,1642,335773,526,165098,740,193936,1080,230999,693,116277,841,128959,1046,172050
2021,411,1655,337428,529,165627,721,194657,1083,232082,740,117017,858,129817,1034,173084
2021,410,1665,339093,556,166183,720,195377,1072,233154,685,117702,891,130708,1071,174155
2021,409,1695,340788,534,166717,727,196104,1133,234287,696,118398,890,131598,1105,175260
2021,408,1593,342381,508,167225,686,196790,1057,235344,673,119071,818,132416,1037,176297
2021,407,1628,344009,515,167740,675,197465,1062,236406,692,119763,849,133265,1091,177388
2021,406,1661,345670,510,168250,695,198160,1100,237506,707,120470,901,134166,1070,178458
2021,405,1611,347281,496,168746,672,198832,1056,238562,659,121129,891,135057,1059,179517
2021,404,1612,348893,479,169225,666,199498,996,239558,711,121840,903,135960,1081,180598
2021,403,1586,350479,505,169730,646,200144,1015,240573,668,122508,877,136837,1047,181645
2021,402,1655,352134,489,170219,652,200796,1082,241655,718,123226,950,137787,1074,182719
2021,401,1601,353735,479,170698,663,201459,1027,242682,710,123936,881,138668,1043,183762
2021,400,1552,355287,484,171182,627,202086,998,243680,660,124596,847,139515,1040,184802
2021,399,1666,356953,495,171677,674,202760,1065,244745,727,125323,911,140426,1126,185928
2021,398,1490,358443,406,172083,586,203346,969,245714,668,125991,857,141283,984,186912
2021,397,1551,359994,426,172509,618,203964,976,246690,675,126666,903,142186,1055,187967
2021,396,1547,361541,431,172940,555,204519,969,247659,700,127366,920,143106,1066,189033
2021,395,1552,363093,433,173373,597,205116,1005,248664,722,128088,865,143971,1034,190067
2021,394,1515,364608,429,173802,544,205660,949,249613,693,128781,896,144867,1034,191101
2021,393,1531,366139,417,174219,577,206237,951,250564,712,129493,902,145769,1034,192135
2021,392,1522,367661,457,174676,539,206776,933,251497,672,130165,888,146657,1077,193212
2021,391,1550,369211,445,175121,583,207359,984,252481,703,130868,887,147544,1048,194260
2021,390,1534,370745,425,175546,590,207949,980,253461,691,131559,877,148421,1039,195299
2021,389,1517,372262,408,175954,565,208514,966,254427,689,132248,875,149296,1048,196347
2021,388,1477,373739,385,176339,505,209019,922,255349,693,132941,885,150181,1041,197388
2021,387,1505,375244,419,176758,529,209548,916,256265,689,133630,906,151087,1056,198444
2021,386,1519,376763,424,177182,562,210110,949,257214,687,134317,881,151968,1054,199498
2021,385,1518,378281,364,177546,570,210680,911,258125,725,135042,931,152899,1053,200551
2021,384,1446,379727,362,177908,511,211191,902,259027,675,135717,880,153779,1008,201559
2021,383,1478,381205,376,178284,520,211711,912,259939,688,136405,905,154684,1033,202592
2021,382,1487,382692,376,178660,517,212228,925,260864,726,137131,901,155585,1016,203608
2021,381,1496,384188,380,179040,494,212722,923,261787,713,137844,923,156508,1055,204663
2021,380,1456,385644,372,179412,490,213212,889,262676,712,138556,888,157396,1017,205680
2021,379,1422,387066,342,179754,486,213698,824,263500,699,139255,893,158289,1022,206702
2021,378,1484,388550,366,180120,493,214191,895,264395,720,139975,950,159239,1028,207730
2021,377,1482,390032,366,180486,495,214686,904,265299,732,140707,902,160141,1047,208777
2021,376,1463,391495,349,180835,478,215164,921,266220,681,141388,930,161071,1030,209807
2021,375,1464,392959,343,181178,476,215640,907,267127,704,142092,925,161996,1037,210844
2021,374,1450,394409,366,181544,446,216086,860,267987,713,142805,913,162909,1052,211896
2021,373,1441,395850,324,181868,457,216543,830,268817,717,143522,946,163855,1049,212945
2021,372,1347,397197,293,182161,423,216966,780,269597,680,144202,877,164732,988,213933
2021,371,1489,398686,319,182480,456,217422,882,270479,740,144942,993,165725,1077,215010
2021,370,1451,400137,343,182823,438,217860,879,271358,688,145630,950,166675,1055,216065
2021,369,1432,401569,332,183155,440,218300,849,272207,713,146343,929,167604,1033,217098
2021,368,1461,403030,363,183518,456,218756,871,273078,704,147047,951,168555,1038,218136
2021,367,1383,404413,307,183825,427,219183,815,273893,681,147728,904,169459,1015,219151
2021,366,1432,405845,315,184140,406,219589,819,274712,746,148474,967,170426,1043,220194
2021,365,1377,407222,274,184414,390,219979,813,275525,726,149200,936,171362,992,221186
2021,364,1410,408632,312,184726,412,220391,820,276345,717,149917,927,172289,1042,222228
2021,363,1407,410039,318,185044,399,220790,795,277140,712,150629,956,173245,1041,223269
2021,362,1484,411523,316,185360,418,221208,902,278042,742,151371,989,174234,1085,224354
2021,361,1434,412957,320,185680,408,221616,845,278887,714,152085,957,175191,1058,225412
2021,360,1435,414392,292,185972,406,222022,847,279734,708,152793,966,176157,1086,226498
2021,359,1415,415807,287,186259,391,222413,826,280560,734,153527,942,177099,1065,227563
2021,358,1364,417171,258,186517,366,222779,795,281355,693,154220,937,178036,1043,228606
2021,357,1392,418563,289,186806,376,223155,843,282198,668,154888,940,178976,1060,229666
2021,356,1366,419929,254,187060,348,223503,766,282964,713,155601,964,179940,1053,230719
2021,355,1340,421269,272,187332,340,223843,788,283752,693,156294,895,180835,1032,231751
2021,354,1401,422670,273,187605,395,224238,810,284562,725,157019,967,181802,1033,232784
2021,353,1407,424077,279,187884,367,224605,809,285371,707,157726,956,182758,1103,233887
2021,352,1310,425387,257,188141,364,224969,749,286120,683,158409,893,183651,984,234871
2021,351,1375,426762,273,188414,391,225360,813,286933,687,159096,934,184585,1027,235898
2021,350,1308,428070,252,188666,335,225695,768,287701,662,159758,910,185495,994,236892
2021,349,1318,429388,270,188936,352,226047,756,288457,685,160443,871,186366,1020,237912
2021,348,1338,430726,239,189175,348,226395,763,289220,705,161148,926,187292,1033,238945
2021,347,1270,431996,223,189398,327,226722,703,289923,669,161817,907,188199,981,239926
