year,score,total_count,total_cumulative,physics_count,physics_cumulative,chemistry_count,chemistry_cumulative,biology_count,biology_cumulative,politics_count,politics_cumulative,history_count,history_cumulative,geography_count,geography_cumulative
2022,621,288,6851,238,5848,222,5657,212,5446,52,964,51,1105,89,1533
2022,620,320,7171,267,6115,249,5906,238,5684,59,1023,61,1166,86,1619
2022,619,313,7484,260,6375,247,6153,229,5913,43,1066,62,1228,98,1717
2022,618,366,7850,302,6677,278,6431,290,6203,61,1127,72,1300,95,1812
2022,617,384,8234,310,6987,292,6723,288,6491,78,1205,72,1372,112,1924
2022,616,364,8598,300,7287,281,7004,284,6775,55,1260,74,1446,98,2022
2022,615,366,8964,299,7586,279,7283,281,7056,63,1323,72,1518,104,2126
2022,614,352,9316,286,7872,276,7559,278,7334,56,1379,65,1583,95,2221
2022,613,372,9688,289,8161,283,7842,279,7613,74,1453,79,1662,112,2333
2022,612,369,10057,298,8459,281,8123,266,7879,64,1517,78,1740,120,2453
2022,611,414,10471,331,8790,323,8446,308,8187,82,1599,87,1827,111,2564
2022,610,366,10837,282,9072,278,8724,268,8455,74,1673,81,1908,115,2679
2022,609,459,11296,345,9417,321,9045,325,8780,102,1775,127,2035,157,2836
2022,608,466,11762,343,9760,339,9384,331,9111,113,1888,116,2151,156,2992
2022,607,436,12198,332,10092,322,9706,321,9432,77,1965,98,2249,158,3150
2022,606,434,12632,321,10413,314,10020,311,9743,99,2064,117,2366,140,3290
2022,605,440,13072,337,10750,332,10352,331,10074,81,2145,83,2449,156,3446
2022,604,416,13488,316,11066,291,10643,295,10369,93,2238,108,2557,145,3591
2022,603,473,13961,355,11421,341,10984,341,10710,110,2348,113,2670,159,3750
2022,602,496,14457,379,11800,353,11337,359,11069,108,2456,116,2786,173,3923
2022,601,513,14970,370,12170,358,11695,356,11425,126,2582,141,2927,188,4111
2022,600,518,15488,380,12550,357,12052,371,11796,132,2714,138,3065,176,4287
2022,599,531,16019,398,12948,374,12426,369,12165,126,2840,138,3203,188,4475
2022,598,517,16536,391,13339,365,12791,383,12548,119,2959,123,3326,170,4645
2022,597,625,17161,462,13801,446,13237,438,12986,142,3101,155,3481,232,4877
2022,596,541,17702,398,14199,362,13599,362,13348,134,3235,157,3638,210,5087
2022,595,593,18295,435,14634,418,14017,406,13754,133,3368,150,3788,237,5324
2022,594,579,18874,424,15058,387,14404,416,14170,135,3503,152,3940,223,5547
2022,593,623,19497,458,15516,431,14835,429,14599,155,3658,159,4099,237,5784
2022,592,656,20153,483,15999,443,15278,460,15059,150,3808,185,4284,247,6031
2022,591,595,20748,438,16437,417,15695,435,15494,139,3947,143,4427,213,6244
2022,590,630,21378,461,16898,428,16123,440,15934,152,4099,165,4592,244,6488
2022,589,633,22011,470,17368,429,16552,446,16380,150,4249,159,4751,245,6733
2022,588,662,22673,463,17831,432,16984,436,16816,185,4434,194,4945,276,7009
2022,587,638,23311,438,18269,418,17402,430,17246,162,4596,192,5137,274,7283
2022,586,698,24009,516,18785,483,17885,487,17733,160,4756,166,5303,282,7565
2022,585,705,24714,491,19276,476,18361,495,18228,174,4930,201,5504,278,7843
2022,584,739,25453,505,19781,477,18838,499,18727,209,5139,222,5726,305,8148
2022,583,730,26183,514,20295,488,19326,490,19217,181,5320,208,5934,309,8457
2022,582,754,26937,532,20827,509,19835,516,19733,196,5516,207,6141,302,8759
2022,581,794,27731,535,21362,497,20332,546,20279,222,5738,251,6392,331,9090
2022,580,814,28545,547,21909,533,20865,555,20834,205,5943,236,6628,366,9456
2022,579,823,29368,582,22491,558,21423,560,21394,210,6153,218,6846,341,9797
2022,578,841,30209,570,23061,546,21969,562,21956,231,6384,249,7095,365,10162
2022,577,907,31116,597,23658,574,22543,627,22583,256,6640,281,7376,386,10548
2022,576,832,31948,580,24238,535,23078,578,23161,212,6852,240,7616,351,10899
2022,575,841,32789,582,24820,527,23605,576,23737,228,7080,239,7855,371,11270
2022,574,902,33691,586,25406,566,24171,614,24351,253,7333,264,8119,423,11693
2022,573,908,34599,596,26002,565,24736,594,24945,253,7586,286,8405,430,12123
2022,572,930,35529,605,26607,580,25316,613,25558,265,7851,306,8711,421,12544
2022,571,915,36444,604,27211,583,25899,609,26167,241,8092,304,9015,404,12948
2022,570,960,37404,632,27843,609,26508,664,26831,249,8341,308,9323,418,13366
2022,569,964,38368,641,28484,613,27121,666,27497,255,8596,301,9624,416,13782
2022,568,939,39307,637,29121,604,27725,651,28148,228,8824,285,9909,412,14194
2022,567,976,40283,648,29769,604,28329,640,28788,269,9093,323,10232,444,14638
2022,566,1007,41290,686,30455,656,28985,642,29430,258,9351,313,10545,466,15104
2022,565,993,42283,628,31083,590,29575,681,30111,298,9649,306,10851,476,15580
2022,564,1052,43335,679,31762,651,30226,695,30806,306,9955,330,11181,495,16075
2022,563,1032,44367,651,32413,625,30851,667,31473,313,10268,345,11526,495,16570
2022,562,1192,45559,756,33169,725,31576,814,32287,341,10609,391,11917,549,17119
2022,561,1107,46666,699,33868,708,32284,771,33058,296,10905,337,12254,510,17629
2022,560,1103,47769,706,34574,693,32977,738,33796,330,11235,348,12602,494,18123
2022,559,1122,48891,743,35317,698,33675,739,34535,289,11524,351,12953,546,18669
2022,558,1211,50102,750,36067,715,34390,758,35293,367,11891,421,13374,622,19291
2022,557,1269,51371,796,36863,791,35181,871,36164,343,12234,397,13771,609,19900
2022,556,1211,52582,800,37663,759,35940,811,36975,333,12567,366,14137,564,20464
2022,555,1204,53786,757,38420,742,36682,811,37786,351,12918,398,14535,553,21017
2022,554,1214,55000,741,39161,748,37430,805,38591,354,13272,389,14924,605,21622
2022,553,1252,56252,773,39934,743,38173,800,39391,377,13649,419,15343,644,22266
2022,552,1246,57498,758,40692,721,38894,814,40205,384,14033,432,15775,629,22895
2022,551,1274,58772,768,41460,753,39647,857,41062,369,14402,430,16205,645,23540
2022,550,1360,60132,808,42268,815,40462,908,41970,418,14820,441,16646,690,24230
2022,549,1337,61469,823,43091,805,41267,852,42822,396,15216,455,17101,680,24910
2022,548,1349,62818,822,43913,783,42050,884,43706,396,15612,466,17567,696,25606
2022,547,1354,64172,847,44760,823,42873,862,44568,388,16000,437,18004,705,26311
2022,546,1368,65540,828,45588,807,43680,940,45508,399,16399,448,18452,682,26993
2022,545,1412,66952,833,46421,815,44495,922,46430,435,16834,502,18954,729,27722
2022,544,1450,68402,873,47294,850,45345,959,47389,434,17268,502,19456,732,28454
2022,543,1447,69849,859,48153,850,46195,985,48374,415,17683,494,19950,738,29192
2022,542,1468,71317,874,49027,833,47028,990,49364,411,18094,512,20462,784,29976
2022,541,1486,72803,851,49878,798,47826,967,50331,476,18570,563,21025,803,30779
2022,540,1503,74306,891,50769,873,48699,1006,51337,477,19047,508,21533,754,31533
2022,539,1563,75869,944,51713,922,49621,1022,52359,465,19512,524,22057,812,32345
2022,538,1544,77413,905,52618,886,50507,984,53343,473,19985,533,22590,851,33196
2022,537,1590,79003,949,53567,914,51421,1092,54435,452,20437,554,23144,809,34005
2022,536,1632,80635,966,54533,919,52340,1075,55510,514,20951,579,23723,843,34848
2022,535,1695,82330,983,55516,974,53314,1079,56589,502,21453,624,24347,923,35771
2022,534,1616,83946,936,56452,909,54223,1025,57614,503,21956,605,24952,870,36641
2022,533,1666,85612,948,57400,907,55130,1073,58687,532,22488,617,25569,921,37562
2022,532,1653,87265,925,58325,917,56047,1032,59719,566,23054,621,26190,898,38460
2022,531,1720,88985,984,59309,964,57011,1124,60843,536,23590,610,26800,942,39402
2022,530,1641,90626,896,60205,899,57910,1077,61920,529,24119,624,27424,898,40300
2022,529,1725,92351,965,61170,985,58895,1106,63026,564,24683,639,28063,916,41216
2022,528,1715,94066,988,62158,938,59833,1056,64082,564,25247,631,28694,968,42184
2022,527,1764,95830,989,63147,959,60792,1169,65251,562,25809,648,29342,965,43149
2022,526,1805,97635,973,64120,985,61777,1183,66434,587,26396,708,30050,979,44128
2022,525,1869,99504,1039,65159,1056,62833,1253,67687,573,26969,682,30732,1004,45132
2022,524,1789,101293,994,66153,997,63830,1148,68835,558,27527,669,31401,1001,46133
2022,523,1866,103159,967,67120,1021,64851,1195,70030,635,28162,731,32132,1049,47182
2022,522,1957,105116,1082,68202,1060,65911,1274,71304,619,28781,718,32850,1118,48300
2022,521,1840,106956,1013,69215,996,66907,1214,72518,580,29361,699,33549,1018,49318
2022,520,1973,108929,1054,70269,1011,67918,1254,73772,674,30035,796,34345,1130,50448
2022,519,1890,110819,985,71254,982,68900,1224,74996,621,30656,773,35118,1085,51533
2022,518,1982,112801,1063,72317,1088,69988,1276,76272,640,31296,771,35889,1108,52641
2022,517,2011,114812,1080,73397,1092,71080,1304,77576,639,31935,778,36667,1140,53781
2022,516,1995,116807,1073,74470,1095,72175,1302,78878,620,32555,772,37439,1123,54904
2022,515,2048,118855,1082,75552,1100,73275,1334,80212,677,33232,802,38241,1149,56053
2022,514,2029,120884,1058,76610,1013,74288,1295,81507,644,33876,832,39073,1245,57298
2022,513,2021,122905,1069,77679,1058,75346,1277,82784,670,34546,822,39895,1167,58465
2022,512,2035,124940,1053,78732,1062,76408,1301,84085,661,35207,829,40724,1199,59664
2022,511,2028,126968,1063,79795,1060,77468,1313,85398,658,35865,818,41542,1172,60836
2022,510,2083,129051,1080,80875,1127,78595,1346,86744,685,36550,806,42348,1205,62041
2022,509,2083,131134,1082,81957,1117,79712,1376,88120,637,37187,814,43162,1223,63264
2022,508,2130,133264,1115,83072,1102,80814,1400,89520,692,37879,874,44036,1207,64471
2022,507,2127,135391,1118,84190,1127,81941,1406,90926,709,38588,798,44834,1223,65694
2022,506,2150,137541,1129,85319,1153,83094,1371,92297,680,39268,831,45665,1286,66980
2022,505,2173,139714,1094,86413,1148,84242,1397,93694,705,39973,859,46524,1316,68296
2022,504,2283,141997,1135,87548,1228,85470,1445,95139,765,40738,929,47453,1347,69643
2022,503,2230,144227,1124,88672,1222,86692,1402,96541,751,41489,900,48353,1291,70934
2022,502,2144,146371,1062,89734,1120,87812,1381,97922,726,42215,906,49259,1237,72171
2022,501,2228,148599,1099,90833,1127,88939,1403,99325,761,42976,956,50215,1338,73509
2022,500,2318,150917,1150,91983,1192,90131,1500,100825,782,43758,979,51194,1351,74860
2022,499,2306,153223,1160,93143,1194,91325,1484,102309,760,44518,955,52149,1365,76225
2022,498,2196,155419,1062,94205,1095,92420,1402,103711,773,45291,934,53083,1322,77547
2022,497,2318,157737,1184,95389,1220,93640,1514,105225,733,46024,940,54023,1363,78910
2022,496,2282,160019,1110,96499,1166,94806,1478,106703,803,46827,924,54947,1365,80275
2022,495,2388,162407,1158,97657,1196,96002,1559,108262,800,47627,994,55941,1457,81732
2022,494,2310,164717,1171,98828,1199,97201,1514,109776,735,48362,922,56863,1389,83121
2022,493,2318,167035,1166,99994,1170,98371,1481,111257,784,49146,942,57805,1411,84532
2022,492,2294,169329,1104,101098,1144,99515,1506,112763,778,49924,958,58763,1392,85924
2022,491,2349,171678,1148,102246,1185,100700,1529,114292,780,50704,980,59743,1425,87349
2022,490,2315,173993,1092,103338,1125,101825,1487,115779,808,51512,1025,60768,1408,88757
2022,489,2405,176398,1081,104419,1200,103025,1593,117372,847,52359,1033,61801,1461,90218
2022,488,2328,178726,1114,105533,1190,104215,1502,118874,767,53126,964,62765,1447,91665
2022,487,2275,181001,1101,106634,1162,105377,1476,120350,774,53900,935,63700,1377,93042
2022,486,2405,183406,1113,107747,1226,106603,1557,121907,824,54724,1022,64722,1473,94515
2022,485,2443,185849,1144,108891,1190,107793,1569,123476,867,55591,1077,65799,1482,95997
2022,484,2347,188196,1105,109996,1195,108988,1469,124945,812,56403,1028,66827,1432,97429
2022,483,2445,190641,1162,111158,1219,110207,1578,126523,849,57252,1039,67866,1488,98917
2022,482,2344,192985,1097,112255,1122,111329,1464,127987,822,58074,1054,68920,1473,100390
2022,481,2441,195426,1165,113420,1209,112538,1606,129593,799,58873,1029,69949,1515,101905
2022,480,2456,197882,1149,114569,1239,113777,1621,131214,813,59686,1044,70993,1502,103407
2022,479,2390,200272,1119,115688,1187,114964,1523,132737,835,60521,1031,72024,1475,104882
2022,478,2504,202776,1165,116853,1242,116206,1611,134348,849,61370,1058,73082,1587,106469
2022,477,2515,205291,1145,117998,1245,117451,1587,135935,896,62266,1112,74194,1560,108029
2022,476,2409,207700,1089,119087,1196,118647,1543,137478,838,63104,1062,75256,1499,109528
2022,475,2473,210173,1139,120226,1199,119846,1565,139043,848,63952,1110,76366,1558,111086
2022,474,2465,212638,1122,121348,1247,121093,1548,140591,892,64844,1056,77422,1530,112616
2022,473,2428,215066,1081,122429,1141,122234,1537,142128,844,65688,1115,78537,1566,114182
2022,472,2410,217476,1115,123544,1153,123387,1548,143676,824,66512,1082,79619,1508,115690
2022,471,2392,219868,1079,124623,1168,124555,1556,145232,832,67344,1079,80698,1462,117152
2022,470,2436,222304,1109,125732,1161,125716,1535,146767,864,68208,1092,81790,1547,118699
2022,469,2453,224757,1100,126832,1191,126907,1535,148302,857,69065,1104,82894,1572,120271
2022,468,2433,227190,1094,127926,1155,128062,1547,149849,838,69903,1110,84004,1555,121826
2022,467,2552,229742,1176,129102,1167,129229,1646,151495,882,70785,1151,85155,1634,123460
2022,466,2550,232292,1120,130222,1201,130430,1660,153155,890,71675,1142,86297,1637,125097
2022,465,2500,234792,1101,131323,1224,131654,1604,154759,876,72551,1106,87403,1589,126686
2022,464,2465,237257,1097,132420,1096,132750,1594,156353,874,73425,1124,88527,1610,128296
2022,463,2400,239657,1049,133469,1146,133896,1508,157861,840,74265,1107,89634,1550,129846
2022,462,2454,242111,1045,134514,1139,135035,1578,159439,894,75159,1112,90746,1594,131440
2022,461,2474,244585,1071,135585,1169,136204,1597,161036,848,76007,1128,91874,1609,133049
2022,460,2462,247047,1057,136642,1169,137373,1596,162632,868,76875,1135,93009,1561,134610
2022,459,2447,249494,1047,137689,1136,138509,1561,164193,856,77731,1154,94163,1587,136197
2022,458,2433,251927,1080,138769,1194,139703,1499,165692,875,78606,1118,95281,1533,137730
2022,457,2440,254367,994,139763,1138,140841,1539,167231,908,79514,1161,96442,1580,139310
2022,456,2406,256773,1046,140809,1110,141951,1544,168775,858,80372,1097,97539,1563,140873
2022,455,2440,259213,1059,141868,1139,143090,1561,170336,839,81211,1121,98660,1601,142474
2022,454,2440,261653,1012,142880,1098,144188,1566,171902,903,82114,1143,99803,1598,144072
2022,453,2413,264066,1040,143920,1095,145283,1525,173427,875,82989,1154,100957,1550,145622
2022,452,2408,266474,1012,144932,1134,146417,1558,174985,853,83842,1108,102065,1559,147181
2022,451,2421,268895,1030,145962,1123,147540,1552,176537,823,84665,1165,103230,1570,148751
2022,450,2372,271267,972,146934,1069,148609,1510,178047,854,85519,1159,104389,1552,150303
2022,449,2324,273591,963,147897,1054,149663,1477,179524,807,86326,1155,105544,1516,151819
2022,448,2262,275853,961,148858,1020,150683,1411,180935,816,87142,1091,106635,1487,153306
2022,447,2434,278287,1036,149894,1083,151766,1586,182521,868,88010,1109,107744,1620,154926
2022,446,2362,280649,960,150854,1081,152847,1513,184034,815,88825,1140,108884,1577,156503
2022,445,2405,283054,997,151851,1145,153992,1522,185556,846,89671,1141,110025,1564,158067
2022,444,2329,285383,955,152806,1011,155003,1498,187054,862,90533,1132,111157,1529,159596
2022,443,2325,287708,908,153714,1004,156007,1437,188491,882,91415,1129,112286,1615,161211
2022,442,2358,290066,998,154712,1023,157030,1530,190021,843,92258,1113,113399,1567,162778
2022,441,2353,292419,961,155673,1029,158059,1524,191545,839,93097,1148,114547,1558,164336
2022,440,2270,294689,922,156595,1004,159063,1401,192946,832,93929,1104,115651,1547,165883
2022,439,2416,297105,934,157529,1054,160117,1524,194470,862,94791,1222,116873,1652,167535
2022,438,2191,299296,865,158394,948,161065,1358,195828,806,95597,1114,117987,1482,169017
2022,437,2315,301611,890,159284,1028,162093,1450,197278,876,96473,1165,119152,1536,170553
2022,436,2261,303872,863,160147,984,163077,1436,198714,810,97283,1136,120288,1554,172107
2022,435,2246,306118,907,161054,965,164042,1423,200137,852,98135,1082,121370,1509,173616
2022,434,2249,308367,859,161913,970,165012,1409,201546,833,98968,1161,122531,1515,175131
2022,433,2331,310698,878,162791,991,166003,1486,203032,866,99834,1172,123703,1600,176731
2022,432,2242,312940,881,163672,954,166957,1398,204430,843,100677,1117,124820,1533,178264
2022,431,2205,315145,886,164558,955,167912,1376,205806,787,101464,1129,125949,1482,179746
2022,430,2254,317399,847,165405,912,168824,1438,207244,831,102295,1181,127130,1553,181299
2022,429,2219,319618,846,166251,972,169796,1393,208637,837,103132,1114,128244,1495,182794
2022,428,2182,321800,811,167062,853,170649,1365,210002,841,103973,1139,129383,1537,184331
2022,427,2155,323955,833,167895,903,171552,1345,211347,808,104781,1084,130467,1492,185823
2022,426,2120,326075,779,168674,837,172389,1326,212673,806,105587,1119,131586,1493,187316
2022,425,2182,328257,782,169456,856,173245,1371,214044,830,106417,1173,132759,1534,188850
2022,424,2176,330433,807,170263,855,174100,1356,215400,801,107218,1202,133961,1507,190357
2022,423,2127,332560,742,171005,810,174910,1318,216718,819,108037,1171,135132,1521,191878
2022,422,2143,334703,813,171818,867,175777,1314,218032,819,108856,1137,136269,1479,193357
2022,421,2229,336932,790,172608,905,176682,1410,219442,839,109695,1178,137447,1565,194922
2022,420,2084,339016,796,173404,842,177524,1308,220750,755,110450,1089,138536,1462,196384
2022,419,2033,341049,717,174121,797,178321,1284,222034,795,111245,1097,139633,1409,197793
2022,418,2045,343094,690,174811,796,179117,1265,223299,797,112042,1128,140761,1459,199252
2022,417,2031,345125,687,175498,812,179929,1279,224578,784,112826,1089,141850,1442,200694
2022,416,2139,347264,731,176229,860,180789,1331,225909,816,113642,1162,143012,1517,202211
2022,415,2030,349294,718,176947,782,181571,1220,227129,858,114500,1123,144135,1389,203600
2022,414,2048,351342,706,177653,793,182364,1218,228347,833,115333,1130,145265,1464,205064
2022,413,2083,353425,745,178398,794,183158,1303,229650,807,116140,1133,146398,1467,206531
2022,412,2035,355460,686,179084,786,183944,1211,230861,815,116955,1140,147538,1467,207998
2022,411,2023,357483,658,179742,777,184721,1205,232066,861,117816,1141,148679,1427,209425
2022,410,1984,359467,673,180415,735,185456,1225,233291,763,118579,1091,149770,1465,210890
2022,409,1960,361427,642,181057,723,186179,1198,234489,792,119371,1119,150889,1406,212296
2022,408,1904,363331,617,181674,708,186887,1099,235588,795,120166,1100,151989,1393,213689
2022,407,2024,365355,659,182333,746,187633,1233,236821,824,120990,1120,153109,1490,215179
2022,406,1976,367331,659,182992,699,188332,1162,237983,818,121808,1149,154258,1441,216620
2022,405,1989,369320,685,183677,734,189066,1149,239132,842,122650,1106,155364,1451,218071
2022,404,1939,371259,671,184348,717,189783,1128,240260,794,123444,1089,156453,1418,219489
2022,403,2007,373266,655,185003,683,190466,1172,241432,822,124266,1180,157633,1509,220998
2022,402,1971,375237,614,185617,686,191152,1166,242598,823,125089,1167,158800,1457,222455
2022,401,1999,377236,649,186266,670,191822,1155,243753,842,125931,1186,159986,1495,223950
2022,400,1908,379144,602,186868,676,192498,1128,244881,767,126698,1112,161098,1439,225389
2022,399,1871,381015,588,187456,658,193156,1121,246002,741,127439,1133,162231,1372,226761
2022,398,1930,382945,610,188066,657,193813,1132,247134,801,128240,1154,163385,1436,228197
2022,397,1906,384851,581,188647,614,194427,1064,248198,833,129073,1150,164535,1476,229673
2022,396,1961,386812,602,189249,653,195080,1146,249344,804,129877,1192,165727,1486,231159
2022,395,1867,388679,576,189825,632,195712,1072,250416,826,130703,1108,166835,1387,232546
2022,394,1900,390579,583,190408,625,196337,1110,251526,796,131499,1135,167970,1451,233997
2022,393,1910,392489,552,190960,615,196952,1105,252631,858,132357,1148,169118,1452,235449
2022,392,1888,394377,551,191511,629,197581,1078,253709,854,133211,1144,170262,1408,236857
2022,391,1912,396289,509,192020,595,198176,1093,254802,836,134047,1213,171475,1490,238347
2022,390,1908,398197,538,192558,603,198779,1102,255904,853,134900,1186,172661,1442,239789
2022,389,1796,399993,512,193070,577,199356,1050,256954,772,135672,1109,173770,1368,241157
2022,388,1872,401865,529,193599,610,199966,1064,258018,827,136499,1166,174936,1420,242577
2022,387,1810,403675,513,194112,559,200525,1006,259024,771,137270,1158,176094,1423,244000
2022,386,1806,405481,493,194605,518,201043,1001,260025,839,138109,1164,177258,1403,245403
2022,385,1831,407312,508,195113,555,201598,1015,261040,850,138959,1175,178433,1390,246793
2022,384,1815,409127,449,195562,554,202152,1000,262040,840,139799,1175,179608,1427,248220
2022,383,1886,411013,501,196063,579,202731,1064,263104,859,140658,1197,180805,1458,249678
2022,382,1803,412816,450,196513,541,203272,990,264094,828,141486,1163,181968,1437,251115
2022,381,1817,414633,485,196998,568,203840,1043,265137,795,142281,1120,183088,1440,252555
2022,380,1857,416490,505,197503,526,204366,1032,266169,849,143130,1183,184271,1476,254031
2022,379,1786,418276,478,197981,517,204883,990,267159,823,143953,1153,185424,1397,255428
2022,378,1803,420079,459,198440,541,205424,1017,268176,814,144767,1184,186608,1394,256822
2022,377,1803,421882,455,198895,542,205966,1032,269208,810,145577,1154,187762,1416,258238
2022,376,1767,423649,448,199343,513,206479,954,270162,823,146400,1169,188931,1394,259632
2022,375,1800,425449,449,199792,484,206963,989,271151,831,147231,1213,190144,1434,261066
2022,374,1795,427244,468,200260,466,207429,978,272129,844,148075,1192,191336,1437,262503
2022,373,1788,429032,459,200719,498,207927,934,273063,850,148925,1169,192505,1454,263957
2022,372,1808,430840,485,201204,531,208458,1020,274083,829,149754,1151,193656,1408,265365
2022,371,1710,432550,417,201621,485,208943,942,275025,815,150569,1138,194794,1333,266698
2022,370,1810,434360,401,202022,489,209432,990,276015,881,151450,1250,196044,1419,268117
2022,369,1826,436186,425,202447,485,209917,977,276992,902,152352,1236,197280,1453,269570
2022,368,1792,437978,434,202881,443,210360,976,277968,853,153205,1230,198510,1440,271010
2022,367,1739,439717,398,203279,464,210824,902,278870,888,154093,1179,199689,1386,272396
2022,366,1797,441514,395,203674,471,211295,999,279869,853,154946,1228,200917,1445,273841
2022,365,1811,443325,411,204085,434,211729,973,280842,886,155832,1237,202154,1492,275333
2022,364,1716,445041,387,204472,406,212135,909,281751,879,156711,1206,203360,1361,276694
2022,363,1771,446812,399,204871,447,212582,912,282663,895,157606,1242,204602,1418,278112
2022,362,1722,448534,401,205272,434,213016,917,283580,843,158449,1172,205774,1399,279511
2022,361,1812,450346,395,205667,458,213474,909,284489,919,159368,1291,207065,1464,280975
2022,360,1730,452076,390,206057,406,213880,923,285412,863,160231,1209,208274,1399,282374
2022,359,1686,453762,377,206434,415,214295,908,286320,838,161069,1174,209448,1346,283720
2022,358,1691,455453,355,206789,405,214700,890,287210,835,161904,1204,210652,1384,285104
2022,357,1751,457204,401,207190,433,215133,883,288093,893,162797,1240,211892,1403,286507
2022,356,1695,458899,328,207518,405,215538,882,288975,873,163670,1218,213110,1379,287886
2022,355,1689,460588,373,207891,376,215914,854,289829,866,164536,1205,214315,1393,289279
2022,354,1765,462353,391,208282,386,216300,904,290733,888,165424,1250,215565,1476,290755
2022,353,1656,464009,317,208599,377,216677,883,291616,825,166249,1220,216785,1346,292101
2022,352,1632,465641,317,208916,325,217002,832,292448,857,167106,1188,217973,1377,293478
2022,351,1649,467290,321,209237,359,217361,822,293270,866,167972,1194,219167,1385,294863
2022,350,1619,468909,312,209549,338,217699,815,294085,871,168843,1171,220338,1350,296213
2022,349,1619,470528,363,209912,376,218075,841,294926,809,169652,1145,221483,1323,297536
2022,348,1778,472306,365,210277,409,218484,888,295814,915,170567,1288,222771,1469,299005
