year,round,major_code,major_name,school_code,school_name,plan_count,min_rank
2021,3,92,本科预科班（招收边防军人子女）,B066,烟台大学,6,292257
2021,3,6A,本科预科班（招收边防军人子女）,B437,长春工程学院,10,360963
2021,3,01,空中乘务,A275,上海旅游高等专科学校,22,494134
2021,3,01,临床医学,A442,山东医学高等专科学校,2,201260
2021,3,02,口腔医学,A442,山东医学高等专科学校,1,217217
2021,3,05,药学,A442,山东医学高等专科学校,1,203709
2021,3,30,口腔医学,A442,山东医学高等专科学校,1,218347
2021,3,38,医学影像技术,A442,山东医学高等专科学校,1,202022
2021,3,62,婴幼儿托育服务与管理(校企合作，与济南阳光大姐服务有限责任公司),A442,山东医学高等专科学校,5,274723
2021,3,1R,临床医学(省属公费医学生，面向菏泽市就业),A442,山东医学高等专科学校,1,203038
2021,3,2N,临床医学(省属公费医学生，面向德州市就业),A442,山东医学高等专科学校,1,220361
2021,3,05,现代物流管理,A851,上海东海职业技术学院,2,322204
2021,3,10,集成电路技术,A851,上海东海职业技术学院,4,478583
2021,3,18,民航运输服务(民航商务方向),A851,上海东海职业技术学院,34,526827
2021,3,03,数控技术,A852,上海工商职业技术学院,3,364078
2021,3,12,宝玉石鉴定与加工,A852,上海工商职业技术学院,1,242065
2021,3,21,餐饮智能管理,A852,上海工商职业技术学院,1,387962
2021,3,23,空中乘务,A852,上海工商职业技术学院,33,538649
2021,3,24,护理,A852,上海工商职业技术学院,5,472580
2021,3,46,新能源汽车技术,A868,青岛滨海学院,2,242200
2021,3,47,应用电子技术,A868,青岛滨海学院,36,490207
2021,3,49,助产,A868,青岛滨海学院,47,541970
2021,3,50,大数据与会计,A868,青岛滨海学院,19,387501
2021,3,51,国际经济与贸易,A868,青岛滨海学院,20,474146
2021,3,52,国际商务,A868,青岛滨海学院,73,541871
2021,3,53,市场营销,A868,青岛滨海学院,67,539078
2021,3,54,电子商务,A868,青岛滨海学院,124,527319
2021,3,55,现代物流管理,A868,青岛滨海学院,67,540624
2021,3,56,旅游管理,A868,青岛滨海学院,63,513614
2021,3,57,早期教育,A868,青岛滨海学院,3,223910
2021,3,59,应用英语,A868,青岛滨海学院,137,526733
2021,3,60,应用韩语,A868,青岛滨海学院,78,407983
2021,3,61,应用日语,A868,青岛滨海学院,81,542595
2021,3,62,人力资源管理,A868,青岛滨海学院,56,540937
2021,3,64,机电一体化技术,A868,青岛滨海学院,74,544207
2021,3,65,工业机器人技术,A868,青岛滨海学院,82,539643
2021,3,70,计算机类,A868,青岛滨海学院,231,543050
2021,3,08,空中乘务,A872,伊春职业学院,2,340704
2021,3,18,旅游管理,A872,伊春职业学院,2,318550
2021,3,14,空中乘务,B538,湖南女子学院,1,243554
2021,3,11,应用化工技术,B787,濮阳职业技术学院,2,272707
2021,3,45,空中乘务,B825,桂林航天工业学院,3,308497
2021,3,18,机电一体化技术,B833,上海杉达学院,1,259530
2021,3,01,飞机机电设备维修(中外合作办学),C040,广州民航职业技术学院,1,230784
2021,3,4W,金融服务与管理,C054,九州职业技术学院,2,346967
2021,3,51,婴幼儿托育服务与管理,C054,九州职业技术学院,4,541746
2021,3,56,通用航空器维修,C054,九州职业技术学院,2,476517
2021,3,59,护理,C054,九州职业技术学院,1,327818
2021,3,5B,社区康复,C054,九州职业技术学院,3,492872
2021,3,6J,应用英语,C054,九州职业技术学院,2,407209
2021,3,48,建筑工程技术(中外合作办学),C062,日照职业技术学院,15,368648
2021,3,54,汽车制造与试验技术(高职技师合作培养，在日照市技师学院就读),C062,日照职业技术学院,55,506126
2021,3,57,统计与会计核算,C062,日照职业技术学院,5,389989
2021,3,01,房地产经营与管理,C070,曲阜远东职业技术学院,36,540945
2021,3,02,电气自动化技术,C070,曲阜远东职业技术学院,23,539734
2021,3,03,无人机应用技术,C070,曲阜远东职业技术学院,20,531529
2021,3,04,新能源汽车技术,C070,曲阜远东职业技术学院,23,537068
2021,3,05,汽车电子技术,C070,曲阜远东职业技术学院,31,317918
2021,3,06,空中乘务,C070,曲阜远东职业技术学院,24,532644
2021,3,07,应用电子技术,C070,曲阜远东职业技术学院,37,541129
2021,3,09,计算机网络技术,C070,曲阜远东职业技术学院,15,538331
2021,3,10,软件技术,C070,曲阜远东职业技术学院,19,542851
2021,3,11,现代通信技术,C070,曲阜远东职业技术学院,40,527263
2021,3,13,护理,C070,曲阜远东职业技术学院,22,438989
2021,3,14,助产,C070,曲阜远东职业技术学院,26,540956
2021,3,15,中药学,C070,曲阜远东职业技术学院,2,313520
2021,3,16,中医康复技术,C070,曲阜远东职业技术学院,27,538161
2021,3,18,健康管理,C070,曲阜远东职业技术学院,14,542969
2021,3,20,金融服务与管理,C070,曲阜远东职业技术学院,24,515907
2021,3,21,大数据与会计,C070,曲阜远东职业技术学院,21,524809
2021,3,22,工商企业管理,C070,曲阜远东职业技术学院,11,495316
2021,3,23,市场营销,C070,曲阜远东职业技术学院,20,538785
2021,3,24,电子商务,C070,曲阜远东职业技术学院,38,531992
2021,3,25,旅游管理,C070,曲阜远东职业技术学院,19,541474
2021,3,27,数字媒体艺术设计,C070,曲阜远东职业技术学院,9,532789
2021,3,28,环境艺术设计,C070,曲阜远东职业技术学院,12,540767
2021,3,29,书画艺术,C070,曲阜远东职业技术学院,9,537938
2021,3,31,雕刻艺术设计,C070,曲阜远东职业技术学院,18,356291
2021,3,32,音乐表演,C070,曲阜远东职业技术学院,6,541494
2021,3,33,表演艺术,C070,曲阜远东职业技术学院,9,518677
2021,3,35,播音与主持,C070,曲阜远东职业技术学院,9,539480
2021,3,36,早期教育,C070,曲阜远东职业技术学院,2,316733
2021,3,37,应用英语,C070,曲阜远东职业技术学院,15,519568
2021,3,38,中文,C070,曲阜远东职业技术学院,5,491925
2021,3,39,电子竞技运动与管理,C070,曲阜远东职业技术学院,23,525258
2021,3,40,智慧健康养老服务与管理,C070,曲阜远东职业技术学院,19,480037
2021,3,14,应用化工技术,C324,青岛职业技术学院,2,238677
2021,3,42,机械设计与制造(中外合作办学),C329,山东劳动职业技术学院,30,465561
2021,3,F1,汽车检测与维修技术,C329,山东劳动职业技术学院,19,491442
2021,3,F2,电子商务,C329,山东劳动职业技术学院,11,374736
2021,3,F3,汽车检测与维修技术,C329,山东劳动职业技术学院,16,528054
2021,3,60,集成电路技术(校企合作，与联暻半导体（山东）公司合作),C329,山东劳动职业技术学院,12,411797
2021,3,45,财富管理(校企合作，山东双元教育管理有限公司),C330,莱芜职业技术学院,9,422484
2021,3,54,材料成型及控制技术,C332,烟台南山学院,26,492341
2021,3,60,机械制造及自动化,C332,烟台南山学院,1,264881
2021,3,61,汽车制造与试验技术,C332,烟台南山学院,10,524014
2021,3,62,大数据技术,C332,烟台南山学院,74,534980
2021,3,66,大数据与财务管理,C332,烟台南山学院,24,518225
2021,3,68,金融服务与管理,C332,烟台南山学院,31,543035
2021,3,69,大数据与审计,C332,烟台南山学院,16,446080
2021,3,71,工商企业管理,C332,烟台南山学院,37,542192
2021,3,72,人力资源管理,C332,烟台南山学院,12,501057
2021,3,73,旅游管理,C332,烟台南山学院,78,535126
2021,3,74,酒店管理与数字化运营,C332,烟台南山学院,49,542233
2021,3,75,研学旅行管理与服务,C332,烟台南山学院,76,536222
2021,3,76,智慧旅游技术应用,C332,烟台南山学院,76,524797
2021,3,77,电子商务,C332,烟台南山学院,1,274408
2021,3,79,现代物流管理,C332,烟台南山学院,69,541450
2021,3,80,商务英语,C332,烟台南山学院,72,535322
2021,3,81,商务日语,C332,烟台南山学院,29,531538
2021,3,87,智慧健康养老服务与管理,C332,烟台南山学院,51,523288
2021,3,88,社区康复,C332,烟台南山学院,33,523258
2021,3,90,食品生物技术,C332,烟台南山学院,35,543284
2021,3,91,高分子合成技术,C332,烟台南山学院,44,508769
2021,3,92,石油化工技术,C332,烟台南山学院,75,525388
2021,3,95,婴幼儿托育服务与管理,C332,烟台南山学院,35,540503
2021,3,X1,机电一体化技术(校企合作，与一汽大众汽车有限公司合作),C332,烟台南山学院,40,523579
2021,3,X2,机械制造及自动化(校企合作，与一汽大众汽车有限公司合作),C332,烟台南山学院,39,526545
2021,3,X4,大数据技术(校企合作，与山东开创信息有限公司合作),C332,烟台南山学院,41,384113
2021,3,X5,市场营销(校企合作，与山东开创信息有限公司合作),C332,烟台南山学院,47,540980
2021,3,X6,动漫制作技术(校企合作，与山东新视觉数码科技有限公司合作),C332,烟台南山学院,86,540984
2021,3,X7,高分子合成技术(校企合作，与南山裕龙石化有限公司合作),C332,烟台南山学院,27,527479
2021,3,51,机电一体化技术(高职技师合作培养，在菏泽技师学院就读),C335,济宁职业技术学院,20,438240
2021,3,65,大数据与会计,C391,潍坊职业学院,1,236513
2021,3,58,化妆品技术(中外合作办学)(与韩国建阳大学合作),C391,潍坊职业学院,37,544108
2021,3,2S,汽车检测与维修技术(高职技师合作培养，在潍坊技师学院就读),C391,潍坊职业学院,16,487100
2021,3,6U,现代物流管理(校企合作，与北京极智嘉科技有限公司合作),C391,潍坊职业学院,20,373829
2021,3,8H,人物形象设计(校企合作，与山东德艺众和教育科技有限公司合作),C391,潍坊职业学院,19,420945
2021,3,20,大数据与会计,C440,东营职业学院,1,249153
2021,3,80,汽车技术服务与营销,C440,东营职业学院,11,333015
2021,3,68,石油化工技术,C440,东营职业学院,8,487163
2021,3,61,飞机机电设备维修(校企合作，与云华教育科技集团有限公司合作),C440,东营职业学院,4,543912
2021,3,83,汽车检测与维修技术(校企合作，与上海中锐教育集团合作),C440,东营职业学院,6,425415
2021,3,36,电气自动化技术,C441,聊城职业技术学院,3,356730
2021,3,65,智慧健康养老服务与管理,C441,聊城职业技术学院,3,438851
2021,3,66,旅游管理,C441,聊城职业技术学院,2,395044
2021,3,26,空中乘务,C568,北京汇佳职业学院,1,311311
2021,3,02,药学,C583,上海震旦职业学院,4,529890
2021,3,06,数字媒体技术,C583,上海震旦职业学院,21,521307
2021,3,08,虚拟现实技术应用,C583,上海震旦职业学院,10,517735
2021,3,12,大数据与会计,C583,上海震旦职业学院,6,338629
2021,3,13,国际商务,C583,上海震旦职业学院,6,540520
2021,3,23,传播与策划,C583,上海震旦职业学院,7,498338
2021,3,08,电子商务,C586,上海思博职业技术学院,3,509775
2021,3,12,应用英语,C586,上海思博职业技术学院,8,323575
