year,round,major_code,major_name,school_code,school_name,plan_count,min_rank
2024,2,24,轻化工程,A012,北京服装学院,1,135917
2024,2,40,汉语言,A094,河北师范大学,1,39135
2024,2,13,物理学(师范类),A119,太原师范学院,5,238503
2024,2,82,物理学(师范类),A136,内蒙古民族大学,1,62823
2024,2,30,生物科学(国家理科基地拔尖人才培养班),A224,东北农业大学,1,48450
2024,2,03,中医学,A228,黑龙江中医药大学,1,96662
2024,2,5Y,林学(中外合作办学),A341,浙江农林大学,1,259870
2024,2,D2,林学类,A389,福建农林大学,2,125748
2024,2,09,物理学(师范类),A399,泉州师范学院,2,239497
2024,2,1F,数据计算及应用(中美人才培养计划实验班),A402,闽南师范大学,2,281044
2024,2,2V,生物科学(师范类),A402,闽南师范大学,1,192315
2024,2,AP,生物科学(师范类),A414,江西师范大学,11,182212
2024,2,70,应用化学,A418,赣南师范大学,1,151848
2024,2,2L,酿酒工程(中外合作办学),A431,齐鲁工业大学,54,323766
2024,2,2M,应用化学(中外合作办学),A431,齐鲁工业大学,14,312011
2024,2,2N,生物技术(中外合作办学),A431,齐鲁工业大学,14,314923
2024,2,2P,轻化工程(中外合作办学),A431,齐鲁工业大学,23,319897
2024,2,H2,农业资源与环境(中外合作办学)(英国皇家农业大学),A435,青岛农业大学,26,325290
2024,2,H3,食品科学与工程(中外合作办学)(英国皇家农业大学),A435,青岛农业大学,17,325404
2024,2,01,临床医学,A439,山东第一医科大学,1,29567
2024,2,2L,放射医学,A439,山东第一医科大学,1,50476
2024,2,2P,预防医学,A439,山东第一医科大学,1,76941
2024,2,2S,生物技术,A439,山东第一医科大学,1,85150
2024,2,1T,生物科学(师范类),A447,聊城大学,77,255071
2024,2,25,物理学(师范类),A448,德州学院,22,258963
2024,2,0Z,生物技术(中外合作办学),A448,德州学院,20,293065
2024,2,57,葡萄与葡萄酒工程(中外合作办学)(与意大利萨萨里大学合作办学),A451,鲁东大学,48,330495
2024,2,60,船舶与海洋工程(中外合作办学)(与韩国蔚山大学合作办学),A451,鲁东大学,21,321390
2024,2,NJ,生物技术(中外合作办学),A452,临沂大学,42,326693
2024,2,NL,食品科学与工程(中外合作办学),A452,临沂大学,38,327043
2024,2,NM,动物科学(中外合作办学),A452,临沂大学,50,330583
2024,2,H1,食品科学与工程(中外合作办学)(与意大利福贾大学合作),A454,济宁学院,4,295494
2024,2,23,物理学(师范类),A478,周口师范学院,1,253594
2024,2,27,化学类,A524,中南民族大学,1,81067
2024,2,46,化学(师范类),A545,湘南学院,1,211356
