year,round,major_code,major_name,school_code,school_name,plan_count,min_rank
2022,3,02,药学(地方专项计划),A441,山东中医药大学,1,156466
2022,3,0K,口腔医学,A442,山东医学高等专科学校,1,211163
2022,3,1D,临床医学,A442,山东医学高等专科学校,1,208362
2022,3,1E,临床医学,A442,山东医学高等专科学校,2,221928
2022,3,1Z,口腔医学,A442,山东医学高等专科学校,3,223041
2022,3,09,临床医学(省属公费医学生，面向德州市就业),A442,山东医学高等专科学校,1,215506
2022,3,06,眼视光技术,A444,菏泽医学专科学校,1,234249
2022,3,0Y,护理,A444,菏泽医学专科学校,1,234625
2022,3,0E,旅游管理(高职院校专项计划),A832,山东商业职业技术学院,2,499659
2022,3,05,现代物流管理,A851,上海东海职业技术学院,1,236109
2022,3,12,集成电路技术,A851,上海东海职业技术学院,4,358191
2022,3,16,空中乘务,A851,上海东海职业技术学院,10,592257
2022,3,17,民航运输服务,A851,上海东海职业技术学院,21,591063
2022,3,08,计算机网络技术,A852,上海工商职业技术学院,3,314905
2022,3,19,酒店管理与数字化运营,A852,上海工商职业技术学院,3,529338
2022,3,20,空中乘务,A852,上海工商职业技术学院,18,593938
2022,3,22,宝玉石鉴定与加工,A852,上海工商职业技术学院,3,547629
2022,3,05,人力资源管理,A868,青岛滨海学院,695,594766
2022,3,08,电子商务,A868,青岛滨海学院,700,594583
2022,3,0K,机电一体化技术,A868,青岛滨海学院,533,587620
2022,3,12,大数据技术,A868,青岛滨海学院,18,398200
2022,3,03,医学检验技术,B841,民办四川天一学院,1,412273
2022,3,05,口腔医学技术,B841,民办四川天一学院,1,304916
2022,3,12,环境艺术设计,B841,民办四川天一学院,1,252031
2022,3,30,空中乘务,B841,民办四川天一学院,5,593542
2022,3,4Q,婴幼儿托育服务与管理,C054,九州职业技术学院,2,499096
2022,3,4V,民航安全技术管理,C054,九州职业技术学院,1,333584
2022,3,4W,飞机机电设备维修,C054,九州职业技术学院,7,574094
2022,3,23,统计与会计核算(高职院校专项计划),C062,日照职业技术学院,3,594079
2022,3,10,机电一体化技术,C078,硅湖职业技术学院,3,526099
2022,3,13,新能源汽车技术,C078,硅湖职业技术学院,1,490752
2022,3,18,计算机应用技术,C078,硅湖职业技术学院,2,482570
2022,3,23,婴幼儿托育服务与管理,C078,硅湖职业技术学院,4,589648
2022,3,12,计算机网络技术(高职院校专项计划),C328,山东职业学院,4,573242
2022,3,05,工商企业管理,C332,烟台南山学院,35,513118
2022,3,06,酒店管理与数字化运营,C332,烟台南山学院,38,535870
2022,3,0F,人力资源管理,C332,烟台南山学院,13,477584
2022,3,0H,材料成型及控制技术,C332,烟台南山学院,68,547609
2022,3,0M,市场营销,C332,烟台南山学院,22,518049
2022,3,0N,汽车制造与试验技术,C332,烟台南山学院,33,514766
2022,3,0S,高分子合成技术,C332,烟台南山学院,79,554865
2022,3,0U,旅游管理,C332,烟台南山学院,55,559260
2022,3,14,商务英语,C332,烟台南山学院,28,519022
2022,3,16,空中乘务,C332,烟台南山学院,19,560242
2022,3,17,商务日语,C332,烟台南山学院,49,562041
2022,3,18,移动互联应用技术,C332,烟台南山学院,13,464161
2022,3,1D,大数据技术,C332,烟台南山学院,3,389293
2022,3,1G,软件技术,C332,烟台南山学院,11,399847
2022,3,1J,大数据与财务管理,C332,烟台南山学院,3,283069
2022,3,1S,智慧健康养老服务与管理,C332,烟台南山学院,19,529692
2022,3,1V,金融服务与管理,C332,烟台南山学院,83,553524
2022,3,22,智慧旅游技术应用,C332,烟台南山学院,54,563738
2022,3,25,研学旅行管理与服务,C332,烟台南山学院,49,565023
2022,3,2L,高分子材料智能制造技术,C332,烟台南山学院,89,557973
2022,3,24,高分子合成技术(校企合作，与南山裕龙石化有限公司合作),C332,烟台南山学院,27,560241
2022,3,1G,空中乘务(校企合作，与北京广慧金通教育科技公司合作),C335,济宁职业技术学院,17,557097
2022,3,1Y,电子商务(中外合作办学),C391,潍坊职业学院,12,349747
2022,3,1N,学前教育(师范类)(高职院校专项计划),C396,烟台职业学院,2,575268
2022,3,3G,石油化工技术(中外合作办学)(与俄罗斯乌法国立石油技术大学合作),C440,东营职业学院,8,448429
2022,3,02,计算机网络技术,C564,北京北大方正软件职业技术学院,3,403034
2022,3,01,护理,C583,上海震旦职业学院,4,569949
2022,3,02,药学,C583,上海震旦职业学院,7,571697
2022,3,05,机电一体化技术,C583,上海震旦职业学院,3,589469
2022,3,06,数字媒体技术,C583,上海震旦职业学院,10,581471
2022,3,08,虚拟现实技术应用,C583,上海震旦职业学院,3,526815
2022,3,12,大数据与会计,C583,上海震旦职业学院,7,581173
2022,3,20,学前教育,C583,上海震旦职业学院,11,593547
2022,3,23,传播与策划,C583,上海震旦职业学院,10,594366
2022,3,04,智能医疗装备技术,C584,上海民远职业技术学院,2,582088
2022,3,13,应用韩语(国际导游方向),C584,上海民远职业技术学院,2,583684
2022,3,01,护理,C586,上海思博职业技术学院,1,555326
2022,3,02,护理(涉外护理方向),C586,上海思博职业技术学院,2,575549
2022,3,04,卫生信息管理(病案管理与医疗文秘方向),C586,上海思博职业技术学院,3,583613
2022,3,05,智慧健康养老服务与管理,C586,上海思博职业技术学院,6,586495
2022,3,06,电子商务,C586,上海思博职业技术学院,3,593563
2022,3,08,金融服务与管理,C586,上海思博职业技术学院,8,587579
2022,3,09,应用英语,C586,上海思博职业技术学院,3,588966
2022,3,12,大数据与财务管理,C586,上海思博职业技术学院,9,570824
2022,3,14,学前教育,C586,上海思博职业技术学院,13,561276
2022,3,23,计算机应用技术(VR虚拟现实方向),C586,上海思博职业技术学院,2,429758
2022,3,25,计算机网络技术,C586,上海思博职业技术学院,3,509456
2022,3,26,虚拟现实技术应用,C586,上海思博职业技术学院,4,590660
2022,3,29,健身指导与管理,C586,上海思博职业技术学院,7,594485
2022,3,16,婴幼儿托育服务与管理,C687,苏州托普信息职业技术学院,1,340835
2022,3,08,物联网应用技术,C717,三亚城市职业学院,2,557715
2022,3,20,高速铁路客运服务,C717,三亚城市职业学院,9,594566
2022,3,22,婴幼儿托育服务与管理,C717,三亚城市职业学院,14,585346
2022,3,23,计算机应用技术,C717,三亚城市职业学院,15,590542
2022,3,24,电子商务,C717,三亚城市职业学院,9,589994
2022,3,25,音乐表演,C717,三亚城市职业学院,12,571922
