year,round,major_code,major_name,school_code,school_name,plan_count,min_rank
2022,1,16,文科试验班类(文科基础类专业),A001,北京大学,24,158
2022,1,56,理科试验班类(理科基础类专业),A001,北京大学,44,88
2022,1,03,经济学类(含双学士学位项目，拔尖人才培养基地),A002,中国人民大学,9,629
2022,1,04,新闻传播学类(含双学士学位项目),A002,中国人民大学,9,749
2022,1,05,工商管理类(含国际三学士学位项目、双学士学位项目),A002,中国人民大学,13,803
2022,1,06,金融学类(含双学士学位项目),A002,中国人民大学,8,476
2022,1,08,法学(含双学士学位项目),A002,中国人民大学,7,426
2022,1,10,国际政治(含双学士学位项目),A002,中国人民大学,7,887
2022,1,11,人力资源管理(含4加1本硕国际项目),A002,中国人民大学,3,903
2022,1,13,理科试验班(基础学科类，含实验班项目、拔尖人才基地),A002,中国人民大学,6,959
2022,1,J4,社会科学试验班(管理学科类，含双学士学位项目),A002,中国人民大学,8,941
2022,1,J6,理科试验班类(含双学士学位项目，拔尖人才培养基地),A002,中国人民大学,17,812
2022,1,0N,理科试验班类(物理基础类),A003,清华大学,64,155
2022,1,0Q,文科试验班类(通用基础类),A003,清华大学,1,22
2022,1,38,临床医学类,A003,清华大学,8,114
2022,1,01,理科试验班类(詹天佑本博直升试点班),A004,北京交通大学,10,5773
2022,1,02,电子信息类(通信与控制),A004,北京交通大学,17,6875
2022,1,03,计算机类,A004,北京交通大学,8,5237
2022,1,07,电气类,A004,北京交通大学,7,8097
2022,1,08,软件工程,A004,北京交通大学,6,5879
2022,1,09,理科试验班(数学与统计),A004,北京交通大学,4,8410
2022,1,10,理科试验班(智能光电与纳米技术),A004,北京交通大学,8,8678
2022,1,12,建筑类(建筑与规划),A004,北京交通大学,5,12377
2022,1,13,经济管理试验班,A004,北京交通大学,12,9800
2022,1,14,外国语言文学类,A004,北京交通大学,4,12007
2022,1,15,新闻传播学类,A004,北京交通大学,4,10235
2022,1,16,法学,A004,北京交通大学,4,9114
2022,1,1A,交通运输类,A004,北京交通大学,11,9297
2022,1,1C,土木类(智慧建造与智能工程),A004,北京交通大学,17,16458
2022,1,1E,机械类(智能制造与智能装备),A004,北京交通大学,16,11237
2022,1,18,纳米材料与技术(中外合作办学),A004,北京交通大学,6,34621
2022,1,19,机械电子工程(中外合作办学),A004,北京交通大学,6,27828
2022,1,14,人工智能,A005,北京工业大学,2,12530
2022,1,23,机械类,A005,北京工业大学,3,14725
2022,1,26,土木类,A005,北京工业大学,9,22163
2022,1,30,建筑学,A005,北京工业大学,2,13251
2022,1,41,物联网工程(中外合作办学),A005,北京工业大学,5,31170
2022,1,42,软件工程(中外合作办学),A005,北京工业大学,6,29624
2022,1,43,电子信息工程(中外合作办学),A005,北京工业大学,4,28972
2022,1,01,工科试验班类(计算机拔尖计划),A006,北京航空航天大学,1,519
2022,1,02,理科试验班类(华罗庚数学拔尖计划),A006,北京航空航天大学,1,616
2022,1,06,工科试验班类(未来空天领军计划),A006,北京航空航天大学,4,684
2022,1,3G,理科试验班类(国际卓越工程师试验班),A006,北京航空航天大学,7,1193
2022,1,3J,工科试验班类(医工交叉试验班),A006,北京航空航天大学,4,1194
2022,1,3L,工科试验班类(航空H航天类),A006,北京航空航天大学,56,1371
2022,1,3P,工科试验班类(信息类),A006,北京航空航天大学,65,1101
2022,1,3R,理科试验班类,A006,北京航空航天大学,10,1255
2022,1,3U,社会科学试验班,A006,北京航空航天大学,11,2959
2022,1,01,工科试验班(未来精工技术),A007,北京理工大学,3,906
2022,1,02,工科试验班(徐特立英才班),A007,北京理工大学,20,1285
2022,1,Q6,工科试验班(宇航与机电类),A007,北京理工大学,22,2223
2022,1,Q8,工科试验班(智能制造与智能车辆精英班),A007,北京理工大学,8,2270
2022,1,QB,工科试验班(信息科学技术),A007,北京理工大学,48,1879
2022,1,QD,工科试验班(电子信息实验班),A007,北京理工大学,37,2155
2022,1,QF,理科试验班(理学与材料菁英班),A007,北京理工大学,4,1635
2022,1,H1,会计学(中外合作办学),A007,北京理工大学,4,9493
2022,1,01,理科试验班,A008,北京科技大学,6,7059
2022,1,02,工科试验班类,A008,北京科技大学,9,8925
2022,1,03,材料科学与工程,A008,北京科技大学,19,15176
2022,1,04,工商管理类,A008,北京科技大学,7,12114
2022,1,07,能源动力类(能源、环境专业),A008,北京科技大学,13,13708
2022,1,08,自动化类,A008,北京科技大学,17,10518
2022,1,09,计算机类,A008,北京科技大学,8,7062
2022,1,10,通信工程,A008,北京科技大学,6,10212
2022,1,12,储能科学与工程,A008,北京科技大学,6,14655
2022,1,13,土木类,A008,北京科技大学,9,18697
